Ano;Id;Município;N. Internação;Dias de Permanência;N. Óbitos;Prop Inter / Total Pop;Prop Dias Perm / Internações;Prop de Óbitos / Inter;IDHM;PIB per Capita série revisada;POP_TOT - População total do município do ano de referência (Fonte: IBGE):;ES001 - População total atendida com esgotamento sanitário;ES002 - Quantidade de ligações ativas de esgotos;ES005 - Volume de esgotos coletado;ES006 - Volume de esgotos tratado;IN015_AE - Índice de coleta de esgoto;IN016_AE - Índice de tratamento de esgoto;IN046_AE - Índice de esgoto tratado referido à água consumida;IN056_AE - Índice de atendimento total de esgoto referido aos municípios atendidos com água
2012;137;Itaobim;107;401;2;0,005104718;3,747663551;0,018691589;0,629;8819,84;20961;8769;2598;230,9;230,9;17,18;100;17,18;41,83
2012;139;Itapecerica;65;178;1;0,003037525;2,738461538;0,015384615;0,713;13169,37;21399;16520;5474;522,31;448,13;59,07;85,8;50,68;77,2
2012;140;Itaú de Minas;13;63;0;0,000858936;4,846153846;0;0,776;41050,26;15135;14747;5920;900;0;100;0;0;97,44
2012;141;Itaúna;77;275;2;0,000887485;3,571428571;0,025974026;0,758;25039,27;86762;82182;27121;4996,42;0;62,07;0;0;94,72
2012;142;Ituiutaba;194;583;3;0,001971705;3,005154639;0,015463918;0,739;21154,57;98392;94107;33373;5398,2;4219,86;79,84;78,17;62,41;95,64
2012;143;Iturama;347;746;0;0,009827801;2,149855908;0;0,747;52271,67;35308;33404;12199;1272,96;1226,12;78,48;96,32;75,6;94,61
2012;144;Jaboticatubas;5;21;0;0,000282821;4,2;0,2;0,681;7335,53;17679;11082;4023;415;0;100;0;0;62,68
2012;145;Jacinto;170;373;1;0,014000988;2,194117647;0,005882353;0,62;5933,39;12142;5424;1711;147,67;0;47,96;0;0;44,67
2012;147;Jaíba;18;75;0;0,00052115;4,166666667;0;0,638;9051,82;34539;4859;1329;139,37;139,37;16,86;100;16,86;14,07
2012;148;Janaúba;43;227;0;0,000636274;5,279069767;0;0,696;9570,58;67581;13161;3813;387,58;387,58;13,42;100;13,42;19,47
2012;149;Januária;11;58;0;0,000167316;5,272727273;0;0,658;6772,36;65744;7512;2551;231,47;186,11;13,07;80,4;10,51;11,43
2012;151;Jequeri;0;0;0;0;0;0;0,601;8049,93;12726;6000;1680;236;0;91,83;0;0;47,15
2012;152;Jequitinhonha;121;350;2;0,004975943;2,892561983;0,016528926;0,615;5607,27;24317;13455;4202;386,44;0,05;29,65;0,01;0;55,33
2012;153;Joaíma;48;139;1;0,0032;2,895833333;0,020833333;0,587;5477,08;15000;10314;2980;277,66;277,66;65,58;100;65,58;68,76
2012;154;João Monlevade;43;226;1;0,000575983;5,255813953;0,023255814;0,758;26703,59;74655;74317;20470;5546,8;0;100;0;0;99,55
2012;157;Jordânia;169;517;0;0,01625938;3,059171598;0;0,628;5244,02;10394;7394;1912;2678;0;100;0;0;71,14
2012;158;Juiz de Fora;371;1860;7;0,000706364;5,013477089;0,018867925;0,778;22687,73;525225;509799;120058;23660,45;2124,36;80;8,98;7,18;97,06
2012;160;Ladainha;13;65;1;0,000757135;5;0,076923077;0,541;5607,19;17170;1004;279;39,99;0;16,18;0;0;5,85
2012;162;Lagoa da Prata;23;62;0;0,000488572;2,695652174;0;0,732;19530,59;47076;45545;15800;2632;0;95,02;0;0;96,75
2012;164;Lagoa Santa;4;12;1;7,30834E-05;3;0,25;0,777;22356,07;54732;24566;7899;1126,66;1126,66;29,35;100;29,35;44,88
2012;165;Lajinha;1;3;0;5,09632E-05;3;0;0,661;10779,1;19622;7916;1731;390;0;79,92;0;0;40,34
2012;166;Lambari;13;37;0;0,000658161;2,846153846;0;0,711;11364,29;19752;12205;5252;816,13;0;85,69;0;0;61,79
2012;167;Lamim;0;0;0;0;0;0;0,655;6758,43;3432;1450;671;48;0;55,81;0;0;42,25
2012;168;Lavras;61;217;1;0,000647366;3,557377049;0,016393443;0,782;19376,62;94228;89788;30664;3743,65;3026,52;74,73;80,84;60,41;95,29
2012;169;Lima Duarte;18;70;2;0,001110015;3,888888889;0,111111111;0,71;9328,79;16216;11769;4710;573;0;93,47;0;0;72,58
2012;170;Luz;78;214;2;0,004435599;2,743589744;0,025641026;0,724;17785,25;17585;15798;6365;650;650;73,08;100;73,08;89,84
2012;171;Machado;51;144;0;0,0012989;2,823529412;0;0,715;18450,51;39264;37421;9652;2333,69;0;100;0;0;95,31
2012;172;Malacacheta;22;89;2;0,001176156;4,045454545;0,090909091;0,618;6614,14;18705;10919;3264;248,81;174,34;47,7;70,07;33,43;58,37
2012;173;Manhuaçu;121;463;2;0,001485483;3,826446281;0,016528926;0,689;18741,32;81455;76800;15250;3620;33;79,74;0,91;0,73;94,29
2012;174;Manhumirim;12;40;0;0,00055589;3,333333333;0;0,697;13738,88;21587;17130;5375;1130;0;80,14;0;0;79,35
2012;175;Mantena;213;580;4;0,007845882;2,723004695;0,018779343;0,675;10282,21;27148;21269;7705;1298,25;1038,6;85,81;80;68,65;78,34
2012;176;Mariana;43;194;1;0,000776832;4,511627907;0,023255814;0,742;97386,27;55353;37378;9118;1626,34;0;38,08;0;0;67,53
2012;177;Martinho Campos;39;122;3;0,003063389;3,128205128;0,076923077;0,669;16883,5;12731;5455;1728;190,36;37,38;30,32;19,64;5,95;42,85
2012;179;Matozinhos;27;67;1;0,000779806;2,481481481;0,037037037;0,731;25067,34;34624;26317;7792;937,22;535,74;51,34;57,16;29,35;76,01
2012;181;Medina;89;251;2;0,004251457;2,820224719;0,02247191;0,624;7309,58;20934;15026;4562;397,95;0,1;67,81;0,03;0,02;71,78
2012;182;Minas Novas;23;75;0;0,000745495;3,260869565;0;0,633;5829,03;30852;8242;2803;233,06;72;41,66;30,89;12,87;26,71
2012;184;Miradouro;54;268;0;0,005230531;4,962962963;0;0,663;9615,39;10324;5711;2000;250;0;95,91;0;0;55,32
2012;185;Monte Carmelo;190;688;0;0,004125502;3,621052632;0;0,728;18431,64;46055;39831;13892;1977;1330;84,02;67,27;56,52;86,49
2012;186;Monte Santo de Minas;56;154;2;0,002636783;2,75;0,035714286;0,71;16644,82;21238;16425;7659;605;0;62,73;0;0;77,34
2012;187;Montes Claros;119;673;3;0,000321434;5,655462185;0,025210084;0,77;16672,24;370216;352327;110542;11519,47;11519,47;76,95;100;76,95;95,17
2012;188;Muriaé;301;1088;1;0,002948841;3,61461794;0,003322259;0,734;15076,83;102074;94436;31034;4830,75;1639,9;85;33,95;28,86;92,52
