Ano;Id;Município;prop_inter_pop_total;prop_dias_perm_internacoes;prop_obito_internacao;prop_pop_acesso_esg;idhm;populacao;pib_percapta;cresc_pop;prop_pop_atend_com_esgoto
2014;61;Ibiá;0,000274914;2,5;0,25;0,849997969;0,718;24613;29962,99;0,006850737;0,438061187
2008;62;Ibirité;0,001130547;2,888888889;0;0,693560435;0,562;155290;6373,68;0,036825996;0
2009;62;Ibirité;0,000966967;3;0;0,719788107;0,562;157438;6800,98;0,00678328;0
2010;62;Ibirité;0,001916933;2,929824561;0,01754386;0,755690326;0,704;158954;8847,76;-0,072491344;0,158536432
2011;62;Ibirité;0,000470478;3,071428571;0;0,79489633;0,704;160943;9282,99;0,000739869;0,156695228
2012;62;Ibirité;0,000638076;2,368421053;0;0,83420828;0,704;162867;9494,97;0,000672111;0,154948516
2013;62;Ibirité;0,000553836;2,411764706;0;0,833545213;0,704;169908;9814,84;0,030829163;0,153106387
2014;62;Ibirité;0,000910895;2,821428571;0;0,867302189;0,704;171932;10719,87;0,001433458;0,151519205
2008;63;Ipanema;0,002144104;3,046511628;0;0,569692879;0,571;17778;6093,27;0,029517454;0,89841377
2009;63;Ipanema;0,00204285;3,097560976;0;0,658517526;0,571;17916;6863,79;0,000747943;0,90846171
2010;63;Ipanema;0,001713502;3,085714286;0,057142857;0,664281783;0,693;18170;6417,29;0,017737917;0,790423775
2011;63;Ipanema;0,001171875;3,5;0,083333333;0,680753481;0,693;18315;6785,04;0,002643689;0,786240786
2012;63;Ipanema;0,001266378;4,461538462;0;0,703549174;0,693;18455;8543,93;0,002490234;0,782227039
2013;63;Ipanema;0,000613034;3,538461538;0,076923077;0,680093921;0,693;19165;9661,36;0,032877113;0,777980694
2014;63;Ipanema;0,001316222;3,035714286;0,035714286;0,702039549;0,693;19318;10627,72;0,003159483;0,774303758
2008;64;Ipatinga;0,001278539;2,476190476;0;1,117412709;0,684;241720;25577,18;0,043320841;0,047410227
2009;64;Ipatinga;0,00090231;3,066666667;0;1,139516907;0,684;244508;23145,84;0,012115677;0,047515828
2010;64;Ipatinga;0,001290474;3,5;0;0,989560192;0,771;239468;31443,67;0,025505294;0,051046486
2011;64;Ipatinga;0,000347705;4;0;0,989558622;0,771;241539;33665,21;0,012200845;0,052637462
2012;64;Ipatinga;0,00074473;2,153846154;0,076923077;0,989558226;0,771;243541;36065,59;0,011590172;0,052828887
2013;64;Ipatinga;0,000823949;2,733333333;0;0,989561356;0,771;253098;37637,77;0,042907883;0,07192866
2014;64;Ipatinga;0,000380104;2;0;0,98955991;0,771;255266;36024,28;0,011590222;0,072144351
2008;65;Itabira;0,0002405;1;0;0,942649479;0,649;109380;31073,34;0,035616438;0
2009;65;Itabira;0;0;0;0,945507567;0,649;110419;30930,73;0,005772006;0,023745913
2010;65;Itabira;0,000253293;2;0;0,95565798;0,756;109783;37764,65;-0,055954089;0,02379239
2011;65;Itabira;0;0;0;0,890659028;0,756;110663;47468,59;0,001266464;0,023603192
2012;65;Itabira;0,000757959;3,333333333;0;0,892695088;0,756;111514;49850,98;0,001264862;0
2013;65;Itabira;0,000490076;2,5;0;0,867256102;0,756;115817;53425,17;0,031076301;0
2014;65;Itabira;0,001467351;3,333333333;0;0,893905521;0,756;116745;48445,51;0,001960304;0
2008;66;Itabirinha;0,002321165;2,545454545;0;0,557108254;0,544;10734;4584,86;0,027759705;0,212222843
2009;66;Itabirinha;0,005702218;2,444444444;0;0,584065071;0,544;10819;4674,08;-0,00084406;0,223218412
2010;66;Itabirinha;0,004609306;2,19047619;0;0,593340816;0,653;10692;5025,96;-0,03780359;0,227927422
2011;66;Itabirinha;0,00572309;2,307692308;0;0,614776952;0,653;10760;5200,19;-0,00285338;0,225836431
2012;66;Itabirinha;0,009933775;2,444444444;0;0,830131166;0,653;10826;6471,81;-0,002861545;0,223813043
2013;66;Itabirinha;0,000215008;1;0;0,814861012;0,653;11224;6616,16;0,026710817;0,221667855
2014;66;Itabirinha;0;0;0;0,871293264;0,653;11297;6638,49;-0,001935068;0,219792865
2008;67;Itabirito;0,009389939;2,63030303;0,012121212;0,818719121;0,629;43314;24712,28;0,029589266;0
2009;67;Itabirito;0,007562404;2,511278195;0,022556391;0,825219018;0,629;43832;18655,82;0,000853631;0,333272495
2010;67;Itabirito;0,009993108;2,632183908;0,005747126;0,80664041;0,73;45449;41318,68;-0,009950532;0,312900174
2011;67;Itabirito;0,006600471;2,913043478;0;0,804405918;0,73;46029;54556,02;0,000631748;0,308957396
2012;67;Itabirito;0,005621522;2,846938776;0;0,799995707;0,73;46589;60929,15;0,000573954;0
2013;67;Itabirito;0,00578839;3,057692308;0;0,766857284;0,73;48614;82824,88;0,030631561;0
2014;67;Itabirito;0,005669501;3,12745098;0,029411765;0,858179379;0,73;49203;76075,77;0,001335782;0
2008;68;Itaguara;0,001901222;3,729323308;0,015037594;0,942085545;0,572;12812;10243,94;0,038154458;0
2009;68;Itaguara;0,002794049;3,593908629;0,025380711;0,932386539;0,572;12956;8634,49;0,007890787;0
2010;68;Itaguara;0,002881431;4,402985075;0,019900498;0,811105723;0,691;12372;9242,9;-0,010637242;0
2008;69;Itajubá;0,00102259;3,318181818;0;0,941424273;0,691;89730;14468,22;0,024037317;0,271313942
2009;69;Itajubá;0,001399841;3;0;0,964810197;0,691;90225;16128,19;-0,003857953;0,274447215
2010;69;Itajubá;0,001658604;3,666666667;0;0,9129255;0,787;90658;21987,57;0,012785218;0,234419467
2011;69;Itajubá;0,000276842;4,833333333;0;0,912921379;0,787;91159;22845,3;-0,001474315;0,232791057
2012;69;Itajubá;4,62086E-05;3;0;0,912922973;0,787;91643;24690,6;-0,001476491;0,231212422
2013;69;Itajubá;0,000134789;6,333333333;0,333333333;0,912923952;0,787;94940;25383,2;0,028464489;0,229534443
2014;69;Itajubá;0,00022478;8,2;0;0,912923731;0,787;95491;28167,13;-0,000584086;0,228084322
2008;70;Itaobim;0,002940744;5,65;0;0,110540203;0,542;21603;6266,19;0,032018209;0
2009;70;Itaobim;0,004838;3,848484848;0;0,185539828;0,542;21618;6614,12;0,002940744;0,3155241
2010;70;Itaobim;0,006054341;4,024390244;0;0,228084377;0,629;21001;7157;-0,007183697;0
2011;70;Itaobim;0,003976436;4,222222222;0;0,292502741;0,629;20981;7647,39;0,002658004;0
2012;70;Itaobim;0,007640317;3,961538462;0;0,418348361;0,629;20961;8819,84;0,002356406;0
2013;70;Itaobim;0,003841229;2,074074074;0;0,407714776;0,629;21569;9308,09;0,032765207;0,228754231
2014;70;Itaobim;0,008367607;2,508474576;0;0,442038394;0,629;21566;11349,17;0,00312989;0,244644348
2008;71;Itapecerica;0,000590842;3,5;0;0,740904807;0,625;21220;7594,53;0,035326503;0
2009;71;Itapecerica;0,000440723;3;0;0,756415094;0,625;21200;7349,7;0,005465288;0
2010;71;Itapecerica;0,000305483;3,5;0;0,766010198;0,713;21377;9489,08;-0,038195975;0,133320859
2011;71;Itapecerica;0,000304739;4;0;0,771974939;0,713;21388;11532,04;0,002443867;0,136992706
2012;71;Itapecerica;0,000152022;3;0;0,771998692;0,713;21399;13169,37;0,00228554;0,136922286
2013;71;Itapecerica;0;0;0;0,772014147;0,713;22054;15419,06;0,032684707;0,132855718
2014;71;Itapecerica;0;0;0;0,771986233;0,713;22082;14991,71;0,002944207;0
2008;72;Itaúna;0,005226209;3,253731343;0,007462687;0,955236864;0,685;85070;16085,27;0,042700285;0,236040907
2009;72;Itaúna;0,002930064;3,157894737;0,013157895;0,95511312;0,685;85838;14261,7;0,011622465;0,236888092
2010;72;Itaúna;0,003957937;3,009803922;0,009803922;0,954775751;0,758;85463;19408,53;-0,00643843;0,245041714
2011;72;Itaúna;0,002613274;2,602941176;0,014705882;0,947447866;0,758;86124;22568,15;0,009700827;0,24800288
2012;72;Itaúna;0,002436981;3,375;0,015625;0,947211913;0,758;86762;25039,27;0,00926175;0,248461308
2013;72;Itaúna;0,000878445;3,291666667;0,041666667;0,9630234;0,758;90084;26735,53;0,040324423;0,248945429
2014;72;Itaúna;0,000616411;3,352941176;0;0,955608429;0,758;90783;27657,12;0,009443285;0,249363868
2008;73;Ituiutaba;0,00106927;5,434782609;0;0,947785106;0,653;96122;13799,04;0,053069617;0
2009;73;Ituiutaba;0,000319081;2,714285714;0,142857143;0,948542254;0,653;96759;18326,22;0,019897722;0,212517699
2010;73;Ituiutaba;0,002343445;2,592592593;0;0,956447911;0,739;97171;17385,38;0,050369222;0,214878925
2011;73;Ituiutaba;0,001745052;2,292682927;0;0,95644838;0,739;97792;19726,47;0,019615501;0,216940036
2012;73;Ituiutaba;0,000584991;2,785714286;0;0,956449711;0,739;98392;21154,57;0,018599702;0,220048378
2013;73;Ituiutaba;0,000716019;1,777777778;0;0,956449716;0,739;102020;24984,11;0,050434565;0,214261909
2014;73;Ituiutaba;0,000351727;2,555555556;0,111111111;0,956451456;0,739;102690;26181,24;0,017860695;0,244853442
2008;74;Iturama;0,007936508;2,027777778;0;1,027827675;0,669;32845;16292,68;0,031847134;0
2009;74;Iturama;0,012310398;2,5;0;1,038698805;0,669;33231;16896,29;0,002865961;0,080497126
2010;74;Iturama;0,017728905;2,303797468;0;0,946076155;0,747;34456;44396,87;-0,020444054;0,092959136
2011;74;Iturama;0,015684517;2,014285714;0;0,946087704;0,747;34890;51836,06;0,001570916;0,082717111
2012;74;Iturama;0,024171889;2,398148148;0,009259259;0,946074544;0,747;35308;52271,67;0,001120323;0,08173785
2013;74;Iturama;0,014319809;2,166666667;0;0,946086815;0,747;36837;48163,18;0,031557744;0,088226511
2014;74;Iturama;0,018189693;1,797619048;0;0,946079352;0,747;37277;41184,63;0,001952701;0,12388336
2008;75;Jacinto;0,002963681;4,381818182;0;0,327473553;0,471;12856;4523,86;0,027006087;0,689405725
2009;75;Jacinto;0,0027517;3,470588235;0;0,323918595;0,471;12923;4945,17;-0,001293243;0,6736052
2010;75;Jacinto;0,003071253;2,927272727;0;0,380501071;0,62;12134;4580,18;-0,033775763;0,717405637
2011;75;Jacinto;0,003640845;3,369230769;0;0,42774757;0,62;12138;5109,92;-0,003071253;0,778876256
2012;75;Jacinto;0,002640746;3,425531915;0;0,446713886;0,62;12142;5933,39;-0,003080715;0,843024213
2013;75;Jacinto;0,002243748;4,804878049;0,024390244;0,438494125;0,62;12511;6231,95;0,026688392;0,947726001
2014;75;Jacinto;0,001590348;3,896551724;0;0,496167359;0,62;12524;6645,86;-0,002079571;0,997524752
2008;76;Jaíba;0,000911577;2,5;0;0,018200139;0,467;31758;7077,57;0,035882908;0
2009;76;Jaíba;0,000453035;3,666666667;0;0,077757067;0,467;32190;8510,94;0,00607718;0
2010;76;Jaíba;0,000463356;5;0;0,226962813;0,638;33587;6949,28;-0,022274237;0
2011;76;Jaíba;0,000307669;4,25;0;0,232896011;0,638;34071;8743,58;0,004015754;0
2012;76;Jaíba;7,66166E-05;3;0;0,140681548;0,638;34539;9051,82;0,003922775;0,318480558
2013;76;Jaíba;0;0;0;0,166906754;0,638;36098;11163,9;0,034247625;0,310266497
2014;76;Jaíba;7,37518E-05;7;0;0,181408189;0,638;36586;11814,65;0,004444774;0,306128027
2008;77;Janaúba;0,001560355;3,346666667;0,013333333;0,099174284;0,58;67941;7654,79;0,045276618;0,54916766
2009;77;Janaúba;0,000574677;2,785714286;0;0,237410072;0,58;68527;7445,01;0,013668706;0,555883083
2010;77;Janaúba;0,000206105;3,7;0;0,282801671;0,696;66803;7336,72;-0,004186934;0,580902055
2011;77;Janaúba;0,000244514;4,083333333;0;0,300406256;0,696;67199;8461,26;0,011500649;0,594726112
2012;77;Janaúba;0,000483715;3,208333333;0,041666667;0,194744085;0,696;67581;9570,58;0,010982741;0,613959545
2013;77;Janaúba;0,000328763;3,882352941;0;0,235704801;0,696;70041;10360,9;0,042183973;0,610799389
2014;77;Janaúba;0,000382555;4,35;0;0,294755364;0,696;70472;11902,36;0,011042565;0,629824611
2008;78;Januária;0,001897533;3,461538462;0;0,241823647;0,541;67206;4861,22;0,04118541;0
2009;78;Januária;0,002455938;3,235294118;0;0,258486877;0,541;67516;4960,88;0,010363451;0
2010;78;Januária;0,003064664;3;0;0,09700136;0,658;65463;5189,38;-0,057208899;0,092647755
2011;78;Januária;0,001219698;2,875;0;0,106499406;0,658;65606;5581,84;0,005056696;0,097994086
2012;78;Januária;0,000910332;2,5;0;0,114261377;0,658;65744;6772,36;0,004878792;0,098837917
2013;78;Januária;0,000293083;3;0;0,140081031;0,658;67875;7505,93;0,035351237;0,096279926
2014;78;Januária;0;0;0;0,167971792;0,658;68065;8221,83;0,005275498;0,098141482
2008;80;Joaíma;0,001289921;4,551724138;0;0,725358976;0,442;15391;4136,74;0,031615656;0
2009;80;Joaíma;0,001109189;2,16;0;0,630043973;0,442;15464;4401,65;0,002535362;0
2011;80;Joaíma;0,001436201;2,4375;0;0,682853517;0,587;14971;4825,98;0,001753439;0
2008;82;João Pinheiro;0,003332963;6,122222222;0,022222222;0,656042289;0,581;44834;11848,68;0,033370326;0,07666057
2009;82;João Pinheiro;0,001733678;4,914893617;0;0,696190476;0,581;45150;11409,87;0,003962523;0,112469546
2010;82;João Pinheiro;0,001690162;4,5;0,022727273;0,711931065;0,697;45260;13633,13;-0,039727038;0,173994697
2011;82;João Pinheiro;0,001304832;5,441176471;0,058823529;0,778375294;0,697;45559;17463,77;0,000921907;0,181588709
2012;82;João Pinheiro;0,00061352;3,9375;0,0625;0,777503926;0,697;45848;18101,55;0,000844303;0,125043622
2013;82;João Pinheiro;0,00022314;5,166666667;0;0,812214768;0,697;47549;20143,85;0,031059473;0,135817788
2014;82;João Pinheiro;0,000148517;2,25;0;0,812220597;0,697;47870;22592,12;0,001636357;0,145310215
2008;83;Juiz de Fora;0,00158981;3,361445783;0,006024096;0,972132798;0,703;520612;13715,11;0,035811716;0,188168924
2009;83;Juiz de Fora;0,001275741;3,514925373;0,007462687;0,972236884;0,703;526706;14093,51;0,005956999;0,191423678
2010;83;Juiz de Fora;0,000983663;3,441176471;0,009803922;0,969710236;0,778;516247;19140,86;-0,012785971;0,198344978
2011;83;Juiz de Fora;0,000259182;2,962962963;0;0,970088957;0,778;520811;20142,36;0,004629005;0,19751695
2012;83;Juiz de Fora;8,60116E-05;3,333333333;0;0,97062973;0,778;525225;22687,73;0,004444487;0,196727117
2013;83;Juiz de Fora;0,00032317;4,714285714;0,142857143;0,971339446;0,778;545942;24172,71;0,035025851;0,195890772
2014;83;Juiz de Fora;0,000202126;3,454545455;0,045454545;0,947968985;0,778;550710;24913,8;0,004995291;0,195164424
2008;84;Juramento;0,00061506;3,285714286;0;0,438416422;0,535;4092;6781,06;0,038886353;0
2009;84;Juramento;0,001655341;3,210526316;0,052631579;0,459591042;0,535;4108;6987,5;0,008522977;0
2008;85;Lagoa da Prata;0,000918876;3;0;0,949541879;0,623;46276;12661,37;0,039574236;0
2009;85;Lagoa da Prata;0,00071554;3,090909091;0;0,966749633;0,623;47007;13998,84;0,008991861;0
2010;85;Lagoa da Prata;0,000616819;3,444444444;0;0,977252958;0,732;45984;17101,65;-0,050868406;0,208855254
2011;85;Lagoa da Prata;0,000614125;3,333333333;0,111111111;0,967468145;0,732;46539;18349,37;0,004386266;0,286727261
2012;85;Lagoa da Prata;0,000815439;3,833333333;0;0,96747812;0,732;47076;19530,59;0,004162402;0,284646104
2013;85;Lagoa da Prata;0,001182111;3,666666667;0;0,973578602;0,732;49089;22640,01;0,03472411;0,282446169
2014;85;Lagoa da Prata;0,001176547;3,722222222;0;0,973516736;0,732;49654;25468,87;0,004728443;0,280561485
2008;87;Lajinha;0,004256074;4,5;0;0,373747551;0,525;17865;8013,26;0,040789959;0
2009;87;Lajinha;0,004037921;4,434782609;0;0,384658898;0,525;17678;9013,87;0,010108175;0
2010;87;Lajinha;0,004221838;4,090909091;0;0,393696772;0,661;19609;8569,13;-0,085147472;0
2011;87;Lajinha;0,005741627;4,433333333;0;0,393556281;0,661;19616;11220,06;0,002686624;0
2012;87;Lajinha;0,001718541;4,444444444;0;0,403424727;0,661;19622;10779,1;0,002296651;0,110590154
2013;87;Lajinha;0,004067295;4,454545455;0;0,398733864;0,661;20219;12023,27;0,032843231;0,110984717
2014;87;Lajinha;0,001290323;4,142857143;0;0,422953411;0,661;20241;11983,21;0,002958033;0
2008;88;Lambari;0,007654535;3,169811321;0;0,586372411;0,627;19167;7468,64;0,033741415;0
2009;88;Lambari;0,003882657;2,888888889;0;0,58402619;0,627;19244;8020,59;0,004332756;0
2010;88;Lambari;0,003221083;2,863636364;0;0,600797791;0,711;19554;9185,63;-0,017831464;0
2011;88;Lambari;0,00350365;3,166666667;0;0,597710506;0,711;19655;12680,91;0,002928258;0,227931824
2012;88;Lambari;0,00276605;2,526315789;0;0,61791211;0,711;19752;11364,29;0,002773723;0,347762252
2013;88;Lambari;0,000986471;3,142857143;0;0,626509558;0,711;20453;11546,51;0,033047023;0,335843153
2014;88;Lambari;0,001123596;2,375;0;0,673069442;0,711;20564;13533,77;0,003382187;0,334030344
2008;89;Lavras;0,00144984;3,447761194;0,029850746;0,972583842;0,678;91333;12115,89;0,032762705;0,326377104
2009;89;Lavras;0,000517554;5,416666667;0;0,995634415;0,678;92542;13094,19;0,003462304;0,349873571
2010;89;Lavras;0,00043592;4,85;0,1;0,952885033;0,782;92200;16209,02;-0,010609851;0,358524946
2011;89;Lavras;0,000369525;5,588235294;0;0,95288048;0,782;93231;17631,3;0,002724499;0,461337967
2012;89;Lavras;0,000390244;3,666666667;0;0,952880248;0,782;94228;19376,62;0,002608412;0,496423568
2013;89;Lavras;0,000251852;3,25;0,166666667;0,952888807;0,782;98172;20975,39;0,03299729;0,390773337
2014;89;Lavras;0,000230111;4,545454545;0;0,952886757;0,782;99229;21271,22;0,003274078;0,458817483
2008;90;Lima Duarte;0,003314394;3,142857143;0;0,548375319;0,584;16434;6912,63;0,031854602;0
2009;90;Lima Duarte;9,44376E-05;5;0;0,709348854;0,584;16494;7150,62;0,002746212;0
2010;90;Lima Duarte;0,00011443;4;0;0,724503065;0,71;16149;7482,08;-0,174709604;0
2011;90;Lima Duarte;0,000115902;3;0;0,727244639;0,71;16183;8858,03;-0,012701682;0
2012;90;Lima Duarte;0;0;0;0,725764677;0,71;16216;9328,79;-0,012517385;0,43074741
2013;90;Lima Duarte;0,000462054;4,25;0;0,738530466;0,71;16740;12301,34;0,016079812;0,424014337
2014;90;Lima Duarte;0,00011685;3;0;0,765578458;0,71;16786;13232,6;-0,011435832;0,266531634
2008;91;Machado;0,003206573;4,109375;0;0,918995628;0,63;39109;15861,07;0,037100546;0
2009;91;Machado;0,001840888;4,72972973;0;0,918980485;0,63;39509;15797,31;0,007014379;0
2010;91;Machado;0,003710866;4,084507042;0;0,958591811;0,715;38688;15428,07;-0,048062093;0,259331059
2011;91;Machado;0,001980404;3,947368421;0;0,959980503;0,715;38981;19092,86;0,002874615;0,270105949
2012;91;Machado;0,001715088;3,606060606;0;0,953061328;0,715;39264;18450,51;0,002762143;0,272794417
2013;91;Machado;0,001358217;4,074074074;0;1;0,715;40760;18726,37;0,03315836;0,270583906
2014;91;Machado;0,001453853;3,379310345;0;1;0,715;41070;18630,06;0,003420695;0,272096421
2008;92;Malacacheta;0,000379788;4,765432099;0;0,502787495;0,482;18296;4378,54;0,015986967;0
2008;93;Manhuaçu;0,009897405;3,597560976;0;0,764310936;0,61;77598;14423,46;0,055145186;0,001984587
2009;93;Manhuaçu;0,010161881;3,790697674;0;0,777329686;0,61;78605;14101,64;0,021484611;0,005699383
2010;93;Manhuaçu;0,014820593;2,563909774;0;0,778746827;0,689;79574;13931,78;0,06038048;0,008985347
2011;93;Manhuaçu;0,024110844;2,823529412;0;0,953681858;0,689;80530;17936,36;0,021395142;0,014181051
2012;93;Manhuaçu;0,018714576;3,034285714;0;0,942851881;0,689;81455;18741,32;0,020183286;0,020354797
2013;93;Manhuaçu;0,005082334;2,78;0;0,904231521;0,689;84934;19292,66;0,052079991;0,028775284
2014;93;Manhuaçu;0,005086267;3;0;1;0,689;85909;21266,39;0,019211222;0,029833894
2008;94;Manhumirim;0,009895547;2,888888889;0;0,82296559;0,571;20866;14462,98;0,032740348;0
2009;94;Manhumirim;0,005296804;3,620689655;0;0,824018343;0,571;20934;10107,36;0,003298516;0
2010;94;Manhumirim;0,003271747;2,647058824;0,058823529;0,797072304;0,697;21382;10551,82;-0,050958904;0,194088486
2011;94;Manhumirim;0,004235657;3,818181818;0,045454545;0,797086611;0,697;21487;13498,67;-0,000384911;0
2012;94;Manhumirim;0,003659476;4,263157895;0;0,793533145;0,697;21587;13738,88;-0,00038506;0
2013;94;Manhumirim;0,001871257;2,7;0,1;0,766511545;0,697;22348;13661,38;0,029275809;0,239126544
2014;94;Manhumirim;0,001683502;3,333333333;0,111111111;0,762519475;0,697;22465;16427,09;0,000374251;0,237881148
2008;95;Mantena;0,0027121;3,58974359;0,051282051;0,771680709;0,57;27536;7098,2;0,02743641;0,534500291
2009;95;Mantena;0,001461785;2,571428571;0;0,668401015;0,57;27580;6953,6;-0,000973574;0,553299492
2010;95;Mantena;0,001959646;2,777777778;0,037037037;0,576149902;0,675;27111;7614,28;-0,040929974;0,465272399
2011;95;Mantena;0,000801049;2,272727273;0;0,780869886;0,675;27130;8754,01;-0,003338656;0,463398452
2012;95;Mantena;0,000365337;2,2;0;0,783446294;0,675;27148;10282,21;-0,00334984;0,461544128
2013;95;Mantena;0,000996583;2,285714286;0;0,773076511;0,675;27983;10525,17;0,026450387;0,459600472
2014;95;Mantena;0,002640217;2,621621622;0;0,777539878;0,675;28023;11553,11;-0,002420273;0,457838204
2008;96;Mariana;0,000951701;3,916666667;0,041666667;0,649706422;0,62;53989;41160,18;0,043748189;0,303765582
2009;96;Mariana;0,000979163;2,24;0;0,522518239;0,62;54689;26419,21;0,012451424;0,465907221
2010;96;Mariana;0,001070579;2,481481481;0;0,580460724;0,742;54219;68110,53;-0,012219959;0,375772331
2011;96;Mariana;0,000471106;7,083333333;0;0,628239288;0,742;54796;104415,23;0,00999207;0,37553836
2012;96;Mariana;0,000816644;2,666666667;0;0,67526602;0,742;55353;97386,27;0,009539887;0,371759435
2013;96;Mariana;0,00059793;2,5625;0,0625;0,649993928;0,742;57639;114734,39;0,040598872;0,375041205
2014;96;Mariana;0,000444132;2,083333333;0;0,698916422;0,742;58233;86042,63;0,009716357;0,374821836
2008;97;Martinho Campos;0,011714959;3,171597633;0,017751479;0,078853331;0,585;12593;13543,37;0,038813279;0
2009;97;Martinho Campos;0,008935936;3,715384615;0,007692308;0,35389354;0,585;12662;11261;0,008456953;0
2010;97;Martinho Campos;0,010602443;3,390728477;0,013245033;0,65315994;0,669;12611;12395,29;-0,021033819;0
2011;97;Martinho Campos;0,013608765;3,441025641;0,025641026;0,871843434;0,669;12672;13798,32;0,006108693;0,710227273
2012;97;Martinho Campos;0,012141816;3,434285714;0,011428571;0,428481659;0,669;12731;16883,5;0,005862237;0,711098892
2013;97;Martinho Campos;0,007161981;3,607476636;0,037383178;0,455007587;0,669;13180;15540,61;0,036564213;0,71168437
2014;97;Martinho Campos;0,009046162;3,132352941;0,014705882;0,556461353;0,669;13248;18164,23;0,006291834;0,708031401
2008;98;Matozinhos;0,000120054;3,857142857;0;0,581304435;0,647;34789;16327,35;0,051789451;0,230158958
2009;98;Matozinhos;0,000286157;3,882352941;0;0,722107115;0,647;35233;14729,36;0,01888281;0,259472653
2010;98;Matozinhos;0,00038161;4,086956522;0,043478261;0,794021499;0,731;33955;20436,98;0,014526663;0,27406862
2011;98;Matozinhos;8,15887E-05;2,8;0;0,812975652;0,731;34295;21663,88;0,016790828;0,280069981
2012;98;Matozinhos;0,000112428;5,428571429;0;0,760079713;0,731;34624;25067,34;0,015975066;0,273076479
2013;98;Matozinhos;6,13271E-05;4;0;0,755266298;0,731;36031;24701,16;0,047573159;0,268019206
2014;98;Matozinhos;0,000105681;6,714285714;0;0,789153977;0,731;36382;27051,92;0,015531093;0,323099335
2008;99;Medina;0,002043755;4,136363636;0;0,704168831;0,477;21181;4534,85;0,033309335;0
2009;99;Medina;0,002498612;3,925925926;0,018518519;0,723087852;0,477;21115;4851,74;0,003855265;0
2010;99;Medina;0,002931397;3,970149254;0,029850746;0,717777989;0,624;21026;5658,52;0,057560614;0
2011;99;Medina;0,001519427;3,285714286;0,028571429;0,717765384;0,624;20979;7018,39;0,007831642;0
2012;99;Medina;0,001292658;3,566666667;0;0,717779689;0,624;20934;7309,58;0,00751031;0
2013;99;Medina;0,002365342;3,842105263;0;0,71779854;0,624;21513;8654,57;0,038348845;0
2014;99;Medina;0,002346935;3,701754386;0,01754386;0,717756574;0,624;21485;8835,77;0,007842975;0
2008;100;Monte Carmelo;0,001758182;4,769230769;0,076923077;0,854274428;0,603;45819;14794,5;0,036154709;0
2009;100;Monte Carmelo;0,00120984;4,555555556;0;0,854246873;0,603;45975;12898,68;0,006086016;0
2010;100;Monte Carmelo;0,003088907;4,956521739;0;0,866621515;0,728;45772;16232,67;0,000940987;0,076334877
2011;100;Monte Carmelo;0,001201602;6;0;0,867322938;0,728;45916;19761,56;0,005909213;0,076639951
2012;100;Monte Carmelo;0,002389804;5,888888889;0;0,864857236;0,728;46055;18431,64;0,005607477;0,157463902
2013;100;Monte Carmelo;0;0;0;0,836894632;0,728;47595;23170,13;0,036112586;0,077865322
2014;100;Monte Carmelo;0;0;0;0,83749215;0,728;47770;26785,66;0,006022553;0,080699184
2008;101;Montes Claros;0,002901535;3,290322581;0;0,993189513;0,661;358271;9665,14;0,038188709;0
2009;101;Montes Claros;0,003064351;3,333333333;0;1,018233777;0,661;363227;10503,35;0,007955822;0
2010;101;Montes Claros;0,005502846;3,034482759;0;0,951679262;0,77;361915;13381,39;-0,021264741;0,023776301
2011;101;Montes Claros;0,007264151;3,246753247;0;0,951679025;0,77;366135;14915,18;0,0056926;0
2012;101;Montes Claros;0,010228019;3,211009174;0,009174312;0,95167956;0,77;370216;16672,24;0,005377358;0,024310132
2013;101;Montes Claros;0,008694077;2,979166667;0;0,951678941;0,77;385898;18250,2;0,03612649;0,023322225
2014;101;Montes Claros;0,008823265;3,091836735;0;0,951680112;0,77;390212;20102,68;0,005886615;0,023064386
2008;102;Muriaé;0,00419882;2,144144144;0,009009009;0,920146254;0,635;99006;8945,26;0,062284015;0,219966467
2009;102;Muriaé;0,002504143;2,455882353;0;0,916218332;0,635;99628;9311,71;0,027197761;0,223882844
2010;102;Muriaé;0,002132942;3,475409836;0;0,925172431;0,734;100765;12076,97;0,053176211;0,234267851
2011;102;Muriaé;0,002046455;2,233333333;0;0,925170806;0,734;101431;13491,36;0,025175705;0,244087113
2012;102;Muriaé;0,001932303;2,103448276;0;0,925171934;0,734;102074;15076,83;0,02377298;0,258959186
2013;102;Muriaé;0,001230556;2,538461538;0,025641026;1;0,734;105861;16446,47;0,055870203;0,261862253
2014;102;Muriaé;0,000648108;2,428571429;0;1;0,734;106576;16972,6;0,022370871;0,276638268
2008;103;Nanuque;0,000187582;3;0;0,779796564;0,596;41389;8652,03;0,039080012;0
2009;103;Nanuque;0,00278966;4,2;0;0,80945583;0,596;41329;8781,39;0,008628775;0
2010;103;Nanuque;0,002125809;5,818181818;0;0,831170103;0,701;40834;12878,17;-0,037660405;0
2011;103;Nanuque;0,00144203;3,8;0;0,841712856;0,701;40774;10800,43;0,005121268;0,117427773
2012;103;Nanuque;0,000765404;4,25;0;0,854921898;0,701;40716;12108,34;0,004806768;0,117595049
2013;103;Nanuque;0,000554426;4;0;0,843609705;0,701;41876;12983,79;0,035399923;0,114337568
2014;103;Nanuque;0,000183824;3;0;0,862085444;0,701;41852;13871,04;0,005359453;0,117676575
