Ano;Id;Município;prop_inter_pop_total;prop_dias_perm_internacoes;prop_obito_internacao;prop_pop_acesso_esg;idhm;populacao;pib_percapta;cresc_pop;prop_pop_atend_com_esgoto
2008;105;Nova Lima;0,001434776;3,432432432;0,027027027;0,087528135;0,684;75530;33054,49;0,038247846;0,151793989
2009;105;Nova Lima;0,001000231;3,192307692;0,038461538;0,10681652;0,684;76608;27682,84;0,007988212;0,158782373
2010;105;Nova Lima;0,000642261;2,9375;0;0,113891701;0,813;80998;66318,77;-0,04162499;0,147818465
2011;105;Nova Lima;0,000759514;2,894736842;0,052631579;0,145722169;0,813;82273;84958,74;0,004174695;0,153963026
2012;105;Nova Lima;0,000318522;2,25;0;0,178643707;0,813;83507;94879,48;0,003997442;0,151687882
2013;105;Nova Lima;0,001385521;6,694444444;0,027777778;0,22926846;0,813;87391;109443,14;0,034519828;0
2014;105;Nova Lima;0,00091947;5,458333333;0,041666667;0,27975009;0,813;88672;103282,14;0,004579918;0,150115031
2008;106;Nova Serrana;0,00166377;3,033333333;0,011111111;0,890297042;0,614;65176;9144,92;0,044971603;0,712010556
2009;106;Nova Serrana;0,001112753;3,049180328;0;0,912119117;0,614;67967;9110,72;0,013402595;0,70354731
2010;106;Nova Serrana;0,000579786;2,193548387;0;0,895466696;0,715;73699;13707,68;-0,02464474;0,625368051
2011;106;Nova Serrana;0,000648172;2,8;0,057142857;0,917117753;0,715;76482;15769,03;0,009912471;0,608587642
2012;106;Nova Serrana;0,000568693;2,516129032;0;0,945676611;0,715;79174;18816,57;0,009500352;0,593477657
2013;106;Nova Serrana;0,001410437;2,5625;0,05;0,945665287;0,715;84550;19448,39;0,040523931;0,578261384
2014;106;Nova Serrana;0,001169917;2,805970149;0,014925373;0,945668118;0,715;87260;21136,44;0,009679126;0,565723126
2008;107;Novo Cruzeiro;0,002853546;4,088235294;0;0,194632805;0,427;31264;3279,7;0,029907511;0
2009;107;Novo Cruzeiro;0,00519829;3,387096774;0;0,19144928;0,427;31319;3599,39;0,001007134;0
2010;107;Novo Cruzeiro;0,003766801;4,045454545;0;0,234922701;0,571;30725;3667,2;-0,020625472;0,160716029
2011;107;Novo Cruzeiro;0,003509973;3,780487805;0;0,25200026;0,571;30746;4368,72;0;0
2012;107;Novo Cruzeiro;0,003167808;3,810810811;0;0,262651542;0,571;30767;4901,4;-8,56091E-05;0,341664771
2013;107;Novo Cruzeiro;0,003491272;3,619047619;0;0,259750907;0,571;31715;5213,87;0,029965753;0,338073467
2014;107;Novo Cruzeiro;0,004900739;3,644067797;0,016949153;0,270056675;0,571;31760;6520;0,00074813;0,337657431
2008;109;Ouro Branco;0,005165563;5,371794872;0,012820513;0,866596249;0,686;35029;72331,46;0,034671783;0
2009;109;Ouro Branco;0,005073466;5,597402597;0;0,89068358;0,686;35475;46864,97;0,005099338;0
2010;109;Ouro Branco;0,006589457;5,818181818;0,01010101;0,896251559;0,764;35268;58073,41;-0,010081044;0,137575139
2011;109;Ouro Branco;0,00470635;5,267605634;0;0,896248913;0,764;35643;70325,59;0,004126731;0,136127711
2012;109;Ouro Branco;0,003499505;4,924528302;0,018867925;0,896239516;0,764;36006;79036,22;0,003910911;0,150919291
2013;109;Ouro Branco;0,004212676;4,696969697;0,015151515;0,896244532;0,764;37492;78450,08;0,034466821;0,10615598
2014;109;Ouro Branco;0,003558493;4,107142857;0,035714286;0,896245842;0,764;37878;82185,95;0,00446799;0,109773483
2008;110;Ouro Fino;0,004374856;5,293233083;0,015037594;0,679221381;0,652;32365;9644,6;0,038072799;0,751768886
2009;110;Ouro Fino;0,002643776;4,012345679;0,037037037;0,820352952;0,652;32639;10493,77;0,007795796;0,763963357
2010;110;Ouro Fino;0,000863668;4,148148148;0,148148148;1;0,722;31568;12620,15;0,020366865;0,789882159
2011;110;Ouro Fino;0,000761276;4,958333333;0,041666667;0,994769017;0,722;31734;14957,8;0,008444757;0,807840171
2012;110;Ouro Fino;0,000597841;3,473684211;0,052631579;0,990185934;0,722;31893;15255,09;0,008088562;0,803812749
2013;110;Ouro Fino;0,00096911;3,34375;0;0,990191033;0,722;33031;15190,25;0,038985557;0,776119403
2014;110;Ouro Fino;0,001922095;2,921875;0,015625;0,990184862;0,722;33214;15453,33;0,008388855;0,771843199
2008;111;Ouro Preto;0,000222222;5;0;0,784133081;0,64;69251;36922,03;0,026459854;0,15039494
2009;111;Ouro Preto;0,000445269;2,666666667;0,166666667;0,781379955;0,64;69495;35868,58;-0,001851852;0,150643931
2010;111;Ouro Preto;0,000288351;2,25;0;0,667989926;0,741;70281;52883,39;0,029461967;0,151534554
2011;111;Ouro Preto;0,000287936;8;0;0,665075295;0,741;70589;77705,59;0,001441753;0,150873366
2012;111;Ouro Preto;0,000143771;2,5;0;0,662288745;0,741;70886;80103,69;0,001367694;0,150988912
2013;111;Ouro Preto;0,000209074;14,33333333;0;0,642462747;0,741;73349;91668,03;0,031485874;0,147663908
2014;111;Ouro Preto;0,000139092;12;0;0,642333786;0,741;73700;79116,61;0,002090738;0,149158752
2008;112;Paracatu;0,006774313;4;0,02739726;0,777030779;0,613;82850;13179,01;0,033371692;0,031550996
2009;112;Paracatu;0,007393715;4,525;0;0,867843466;0,613;83560;14672,66;0,004083148;0,031629966
2010;112;Paracatu;0,008314585;4,305882353;0;0,870794872;0,744;84718;20086,97;-0,055175601;0,032637692
2011;112;Paracatu;0,007435672;5;0,013157895;0,870798614;0,744;85448;24884,05;-0,000195637;0,033365322
2012;112;Paracatu;0,006752789;4,753623188;0,014492754;0,870799624;0,744;86153;31081,58;-0,000293513;0,034287837
2013;112;Paracatu;0,002946488;4,548387097;0;0,870791913;0,744;89530;32536,89;0,029653553;0,034167318
2014;112;Paracatu;0,006649568;4,228571429;0;0,870799832;0,744;90294;31669,31;0,000570288;0,034487341
2008;113;Pará de Minas;0,001286932;4,541666667;0,041666667;0,910688984;0,643;83282;14333,45;0,027662975;0
2009;113;Pará de Minas;0,001556211;3,655172414;0,068965517;0,930480395;0,643;84264;15997,44;-0,00075071;0
2010;113;Pará de Minas;0,001656514;3,193548387;0,032258065;0,945187912;0,725;84215;18718,98;0,004239335;0,199916879
2011;113;Pará de Minas;0,000587575;3,272727273;0,181818182;0,945190183;0,725;85076;20267,61;0,000374052;0,197893648
2012;113;Pará de Minas;0,001548566;3,24137931;0,034482759;0,945185547;0,725;85908;22507,32;0,000320496;0,196116776
2013;113;Pará de Minas;0,001295471;2,44;0;0,945190006;0,725;89418;24329,45;0,030490735;0,194155539
2014;113;Pará de Minas;0,001190538;2,304347826;0;0,945186366;0,725;90306;26097,77;0,001088196;0,192678227
2008;114;Paraguaçu;0,001008573;3,7;0;0,822327276;0,635;20307;10499,39;0,045114367;0
2009;114;Paraguaçu;0,000597074;3,333333333;0;0,928288218;0,635;20429;10206;0,013514876;0,281952127
2010;114;Paraguaçu;0,001498041;3,076923077;0;0,844109657;0,715;20245;13158,38;-0,136431486;0,265645838
2011;114;Paraguaçu;0,000690369;3;0;0,84060749;0,715;20346;15263,35;0,001498041;0,26432714
2012;114;Paraguaçu;0,000574581;3;0;0,874669797;0,715;20442;15920,04;0,001265677;0,337295764
2013;114;Paraguaçu;0,001336749;2,833333333;0;0,880740881;0,715;21164;16289,91;0,031601931;0,326025326
2014;114;Paraguaçu;0,001778568;3;0;0,889264899;0,715;21276;17383,12;0,00211652;0,326659146
2008;115;Paraisópolis;0,001033668;2,428571429;0;0,724137931;0,629;18734;15062,13;0,029648776;0,195900502
2009;115;Paraisópolis;0,001475361;1,9;0;0,699957546;0,629;18844;14619,98;0,000886001;0,207493101
2010;115;Paraisópolis;0,002894136;2,578947368;0;0,84013623;0,729;19379;15978,72;-0,031425199;0,190309097
2011;115;Paraisópolis;0,001982009;2,846153846;0;0,838864987;0,729;19524;15703,41;-0,000913938;0,188742061
2012;115;Paraisópolis;0,000915751;5,333333333;0;0,838791701;0,729;19664;14970,62;-0,001067236;0,187194874
2013;115;Paraisópolis;0,001038422;2,142857143;0;0,846986771;0,729;20410;17483,42;0,028846154;0,185546301
2014;115;Paraisópolis;0,00103873;3;0;1;0,729;20563;17080,4;-0,000296692;0,184117104
2009;116;Passa Quatro;0,000303438;2,714285714;0;0,836078456;0,641;15907;8750,87;0,007423905;0
2008;117;Passos;0,000697107;2,375;0;0,938173982;0,655;106735;10267,03;0,04109589;0
2009;117;Passos;0,000776331;2,666666667;0;0,940075637;0,655;107619;11011,7;0,01019519;0
2010;117;Passos;0,000164258;3;0;0,938300875;0,756;106290;13249,36;0,050288967;0,08427886
2011;117;Passos;0,000405647;2,4;0;0,937637283;0,756;106987;15246,19;0,012319317;0,114967239
2012;117;Passos;0,000160385;2,5;0;0,937173164;0,756;107661;16684,78;0,011682622;0,077177437
2013;117;Passos;0,00030755;3;0;0,940206536;0,756;111651;17498,31;0,04298316;0,079049897
2014;117;Passos;0,000227998;2,666666667;0;0,94020569;0,756;112402;18722,39;0,011686914;0
2008;119;Pedralva;0,000768115;4;0;0,520661881;0,571;11422;7159,71;0,040124279;0
2009;119;Pedralva;0,000760906;3,555555556;0;0,532552198;0,571;11351;7081,32;0,009473415;0
2010;119;Pedralva;0,002002089;3,739130435;0;0,485131246;0,675;11467;6696,95;-0,02874535;0,793232755
2011;119;Pedralva;0,000864902;3,9;0;0,485121652;0,675;11426;8938,02;0,006441504;0,80124278
2012;119;Pedralva;0,000429812;2,4;0;0,485157211;0,675;11386;9500,28;0,006140806;0,808975935
2013;119;Pedralva;0,000912031;2,636363636;0;0,485149362;0,675;11683;8850,78;0,036791885;0,817427031
2014;119;Pedralva;0,000411828;2,2;0;0,485152763;0,675;11652;10519,69;0,006632949;0,825008582
2008;120;Pedro Leopoldo;0,003524653;2,613636364;0;0,680429777;0,67;58635;14305,34;0,02791387;0
2009;120;Pedro Leopoldo;0,002845463;2,492957746;0;0,685646079;0,67;59064;14661,43;-0,000600793;0
2010;120;Pedro Leopoldo;0,00407508;2,848484848;0;0,701447055;0,757;58740;19335,87;-0,026370632;0,238219271
2011;120;Pedro Leopoldo;0,007588255;2,684782609;0;0,705976728;0,757;59213;23197,76;-0,001893472;0,000422205
2012;120;Pedro Leopoldo;0,005247067;2,960629921;0;0,71444612;0,757;59670;24808,03;-0,001814583;0,388771577
2013;120;Pedro Leopoldo;0,007193955;2,636871508;0;0,705381202;0,757;61975;25816,72;0,028011899;0,138362243
2014;120;Pedro Leopoldo;0,016936198;2,522565321;0;0,710530949;0,757;62473;25384,95;-0,000964553;0,13967634
2008;123;Piumhi;0,003912543;2,882352941;0;0,840355936;0,657;32253;12009,03;0,036745407;0
2009;123;Piumhi;0,011888432;2,923076923;0;0,837507673;0,657;32580;14941,02;0,006674338;0
2010;123;Piumhi;0,014365717;3;0;0,866919675;0,737;31883;15043,28;-0,061042524;0,117335257
2011;123;Piumhi;0,00097229;2,5;0;0,896796488;0,737;32121;20526,36;0,001704407;0,116465863
2012;123;Piumhi;0,003640777;2,266666667;0;0,893298714;0,737;32352;19944,2;0,001458435;0,115634273
2013;123;Piumhi;0;0;0;0,895890411;0,737;33580;15236,52;0,031553398;0,113311495
2014;123;Piumhi;0;0;0;0,895900452;0,737;33833;19806,72;0,002352941;0,114680933
2008;124;Poços de Caldas;0,002420798;2,652173913;0;0,956807355;0,716;150095;19137,52;0,034629206;0
2009;124;Poços de Caldas;0,000523615;2,8;0;0,967850564;0,716;151449;18609,93;0,0050521;0,039597488
2010;124;Poços de Caldas;0,000315093;2,333333333;0;0,963689441;0,779;152435;24538,88;-0,002932244;0,040561551
2011;124;Poços de Caldas;0,000209096;4;0;0,973693455;0,779;153726;27660,43;0,004621363;0,042204962
2012;124;Poços de Caldas;0;0;0;0,973685909;0,779;154974;31220,24;0,004391009;0,042368397
2013;124;Poços de Caldas;0,000201167;2;0;0,9979941;0,779;161025;36331,2;0,034870407;0,041620866
2014;124;Poços de Caldas;0,00030027;2,666666667;0;0,997807598;0,779;162379;39985,71;0,004928586;0,041815752
2008;126;Porteirinha;0,012763182;3,072992701;0;0,251366264;0,482;37877;3796,77;0,038305281;0,157879452
2009;126;Porteirinha;0,019410297;3;0;0,282173247;0,482;37842;4012,68;0,007918763;0,166983775
2010;126;Porteirinha;0,016647961;2,983146067;0;0,30908656;0,651;37627;4543,28;-0,011738608;0,168602333
2011;126;Porteirinha;0,018494424;3,110552764;0;0,325684048;0,651;37607;5190,67;0,006359895;0,175898104
2012;126;Porteirinha;0,020136708;2,967889908;0;0,236777695;0,651;37588;5876,18;0,006133829;0,239092263
2013;126;Porteirinha;0,023699216;2,992481203;0;0,250251958;0,651;38697;6450,39;0,036763347;0,236349071
2014;126;Porteirinha;0,012658228;3,846153846;0;0,26458963;0,651;38709;7050,74;0,00650392;0,25428195
2008;128;Pouso Alegre;0,002142857;5,538461538;0;1,010539255;0,69;126100;17567,73;0,032565528;0
2009;128;Pouso Alegre;0,003066645;4,910714286;0;1,014057543;0,69;127974;20033,53;0,003351648;0
2010;128;Pouso Alegre;0,000395034;8,714285714;0;0,915591624;0,774;130615;23915,64;-0,029625979;0,012425832
2011;128;Pouso Alegre;0,000563666;6;0;0,915595153;0,774;132445;27096,72;0,001185102;0,019555287
2012;128;Pouso Alegre;0,000112606;3;0;0,915590657;0,774;134215;31255,6;0,001127332;0,022724733
2013;128;Pouso Alegre;0,000163791;7,333333333;0;0,915591593;0,774;140223;36668,99;0,031248241;0,029182089
2014;128;Pouso Alegre;0,000871935;2,75;0,0625;0,915592688;0,774;142073;41742,99;0,001856301;0,038937729
2008;129;Raul Soares;0,002029347;3,192307692;0,076923077;0,615140673;0,548;24596;5807,32;0,042303938;0,4907302
2009;129;Raul Soares;0,001852424;2,75;0;0,487157604;0,548;24606;6101,84;0,011239463;0,49093717
2010;129;Raul Soares;0,004203039;2,692307692;0,057692308;0,534805609;0,655;23818;6383,21;-0,045075641;0,42132001
2011;129;Raul Soares;0,000722601;3,444444444;0;0,540932599;0,655;23783;8037,39;0,006708697;0,421940041
2012;129;Raul Soares;0,00159566;2,95;0;0,599839987;0,655;23748;8436,47;0,006342834;0,422856662
2013;129;Raul Soares;0,002154012;2,964285714;0;0,626376776;0,655;24423;8754,78;0,03709909;0,427998198
2014;129;Raul Soares;0,002063116;3,111111111;0;0,642535234;0,655;24408;9794,55;0,006769752;0,435103245
2008;130;Ribeirão das Neves;0,005352066;3,25;0;0,533436461;0,577;340033;4409,33;0,040097417;0
2009;130;Ribeirão das Neves;0,00472167;4,526315789;0;0,590695291;0,577;349307;4903,54;0,009533367;0,012195576
2010;130;Ribeirão das Neves;0,005424648;4,65625;0;0,735938201;0,684;296317;5849,66;-0,02269715;0,016681459
2011;130;Ribeirão das Neves;0,003704015;4,681818182;0;0,794511042;0,684;299729;6725,48;0,00686557;0
2012;130;Ribeirão das Neves;0,003679853;4,954545455;0;0,819208723;0,684;303029;8291,9;0,006566209;0,015846668
2013;130;Ribeirão das Neves;0,001128759;6,5;0;0,885260228;0,684;315819;9103,18;0,037300326;0,016452462
2014;130;Ribeirão das Neves;0,003603171;5,4;0;0,923842034;0,684;319310;10315,41;0,006933806;0,016388463
2008;132;Sacramento;0,001986815;3,46969697;0;0,805138254;0,628;22965;24830,6;0,041903209;0
2009;132;Sacramento;0,003364998;3,327433628;0;0,945266528;0,628;23112;22804,56;0,010897378;0
2010;132;Sacramento;0,010846931;2,931232092;0;0,825661199;0,732;23896;23783,65;-0,041868914;0
2011;132;Sacramento;0,00827467;3,052238806;0,01119403;0,806624331;0,732;24093;27600,71;0,006620047;0,668243888
2012;132;Sacramento;0,006902899;3,164444444;0,008888889;0,80661368;0,732;24283;29692,7;0,006391256;0,705761232
2013;132;Sacramento;0,008075967;3,124542125;0,007326007;0,828543112;0,732;25225;30563,56;0,037091578;0,708582755
2014;132;Sacramento;0,013957042;3,157894737;0,004210526;0,991742686;0,732;25432;31064,14;0,006774346;0,750865052
2008;133;Salinas;0,005227526;3,557377049;0;0,590167754;0,535;38628;5602,6;0,031058096;0
2009;133;Salinas;0,004147781;3,773195876;0;0,623836655;0,535;38789;6123,33;0,002056732;0,389337183
2010;133;Salinas;0,005392608;3,707317073;0,008130081;0,651232835;0,679;39178;7638;-0,024672881;0,385471438
2011;133;Salinas;0,005302366;3,909090909;0,041322314;0,676912135;0,679;39367;8396,29;0,000482266;0,457235756
2012;133;Salinas;0,00446761;3,647058824;0,009803922;0,814538559;0,679;39550;9987,63;0,000482033;0
2013;133;Salinas;0,003017681;4,478873239;0;0,817546773;0,679;40942;10852,38;0,030528667;0,295857555
2014;133;Salinas;0,004754425;4,241071429;0,017857143;0,879118205;0,679;41098;11451,25;0,001232574;0,294734537
2008;134;Santa Luzia;0,007959932;3,921348315;0;0,744497401;0,608;227438;7502,62;0,032600665;0
2009;134;Santa Luzia;0,00873596;3,448979592;0;0,767882663;0,608;231607;7711,45;0,003309185;0,036397864
2010;134;Santa Luzia;0,010532419;3,862385321;0;0,898803599;0,715;202942;10979,47;-0,077464789;0,038232598
2011;134;Santa Luzia;0,009785873;3,376237624;0;0,90720267;0,715;204327;11878,51;-0,002705575;0,037870668
2012;134;Santa Luzia;0,007869426;3,308641975;0;0,914959206;0,715;205666;12910,11;-0,002712915;0,037522002
2013;134;Santa Luzia;0,010688611;3,584070796;0;0,896393166;0,715;213345;14814,38;0,0271058;0,037151093
2014;134;Santa Luzia;0,015256325;3,01863354;0;0,91722292;0,715;214830;15105,19;-0,0017972;0,036829121
2008;135;Santa Rita de Caldas;0,002153077;2,548387097;0,032258065;0,50487413;0,599;9335;10262,8;0,046670544;0
2009;135;Santa Rita de Caldas;0,000889741;3,538461538;0;0,522661524;0,599;9333;10923,42;0,014793721;0
2010;135;Santa Rita de Caldas;0,001571092;2,636363636;0;0,555666334;0,69;9027;9719,93;-0,041612484;0,947269303
2011;135;Santa Rita de Caldas;0,001697073;2,625;0;0,577486679;0,69;9008;11230,21;0,009926444;0
2008;136;Santa Rita do Sapucaí;0,001528544;3,086956522;0;0,873866308;0,654;35724;17101,37;0,045293505;0,418710111
2009;136;Santa Rita do Sapucaí;0,002294631;3,142857143;0;0,892973721;0,654;36150;16514,73;0,013690437;0,421936376
2010;136;Santa Rita do Sapucaí;0,001904762;2,222222222;0;0,859723473;0,721;37754;24778,57;-0,070674621;0,36314033
2011;136;Santa Rita do Sapucaí;0,001121076;2,5;0,0625;0,85972342;0,721;38253;26979,01;0,006843034;0,368624683
2012;136;Santa Rita do Sapucaí;0,001809829;2,730769231;0;0,859735633;0,721;38734;28863,57;0,006586323;0,366602984
2013;136;Santa Rita do Sapucaí;0,000671051;2,5;0;0,859725485;0,721;40435;31325,46;0,037310316;0,368368987
2014;136;Santa Rita do Sapucaí;0,00113288;2,352941176;0;0,85972497;0,721;40941;33238,44;0,006978929;0
2008;137;Santo Antônio do Monte;0,008285886;4,905027933;0,016759777;0,850782284;0,623;25694;8656,59;0,029400553;0,092939986
2009;137;Santo Antônio do Monte;0,006429827;4,410071942;0,021582734;0,868913858;0,623;25899;8488,65;0,000694348;0,154870844
2010;137;Santo Antônio do Monte;0,007380601;3,787096774;0,032258065;0,85439846;0,724;25975;10054,24;-0,028541031;0,184408085
2011;137;Santo Antônio do Monte;0,004241933;3,764044944;0,011235955;0,854402323;0,724;26168;11569,81;-0,000952336;0,234523082
2012;137;Santo Antônio do Monte;0,005104718;3,747663551;0,018691589;0,854399879;0,724;26353;14446,22;-0,000953243;0,332751489
2013;137;Santo Antônio do Monte;0,001251797;4,407407407;0,037037037;0,854416496;0,724;27352;14957,48;0,02900625;0,321512138
2014;137;Santo Antônio do Monte;0,000463693;2,6;0;0,854405574;0,724;27556;15620,13;-0,000139089;0,345950065
2008;138;São Francisco;0,003049814;2,133333333;0;0,097782883;0,485;54846;3767,81;0,052500178;0
2009;138;São Francisco;0,001861331;2,607142857;0;0,449085073;0,485;55141;4077,02;0,019518807;0,185887089
2010;138;São Francisco;0,002855888;3;0;0,476201977;0,638;53828;4624,7;-0,092202353;0
2011;138;São Francisco;0,002174386;3;0;0,481770882;0,638;54007;5097,39;0,010325132;0
2012;138;São Francisco;0,001507321;2,952380952;0;0,179771133;0,638;54180;5792,35;0,009784736;0,17997416
2013;138;São Francisco;0,00089649;2,923076923;0;0,276967305;0,638;56003;6461,8;0,040841229;0
2014;138;São Francisco;0,000136565;3;0;0,368625149;0,638;56217;7012,45;0,00993035;0,182329189
2008;139;São Gotardo;0,002780396;3,050847458;0,033898305;0,772966247;0,627;32145;10711,22;0,027453639;0,489096282
2009;139;São Gotardo;0,00240566;2,470588235;0,019607843;0,810926949;0,627;32580;11449,34;-0,000942507;0,492203806
2010;139;São Gotardo;0,003602002;2,883116883;0,012987013;0,858889343;0,736;31819;10865,98;0,008349057;0,514629624
2011;139;São Gotardo;0,002898822;2,677419355;0;0,901496531;0,736;32141;12137,52;0,000514572;0,513705236
2012;139;São Gotardo;0,003037525;2,738461538;0,015384615;0,918217675;0,736;32452;14056,54;0,000514307;0,509059534
2013;139;São Gotardo;0,002267162;2,64;0,02;0,908627939;0,736;33774;16132,48;0,030608907;0,504115592
2014;139;São Gotardo;0,003577574;2,911392405;0,050632911;0,922567215;0,736;34107;16691,49;0,001269611;0,499809423
2008;140;São João Batista do Glória;0,001851484;3,357142857;0;0,827595897;0,607;7117;48417,48;0,039310013;0
2008;141;São João del Rei;0,000775832;3,893939394;0,015151515;0,088060756;0,673;84930;9868,08;0,039556169;0,956811492
2009;141;São João del Rei;0,000850439;3,383561644;0,04109589;0,087470615;0,673;85503;9617,93;0,009027859;0,958855245
2010;141;São João del Rei;0,0012052;3,514563107;0;0,094152884;0,758;84469;12146,86;-0,004368695;0,966011199
2011;141;São João del Rei;0,000847615;3,273972603;0;0,100719509;0,758;84919;14261,6;0,007734341;0,960892144
2012;141;São João del Rei;0,000887485;3,571428571;0,025974026;0,111946856;0,758;85353;15488,8;0,007407923;0,962848406
2013;141;São João del Rei;0,000610541;3,309090909;0;0,115412024;0,758;88405;16952,55;0,038288652;0,981313274
2014;141;São João del Rei;0,000848176;3,545454545;0;0,121212121;0,758;88902;18334,92;0,007759425;0,975827315
2008;143;São Lourenço;0,011660831;2,169712794;0;0,903330568;0,699;42185;8339,79;0,042863947;0,800260756
2009;143;São Lourenço;0,007613373;2,209486166;0,003952569;1;0,699;42688;8679,12;0,011752169;0,808587894
2010;143;São Lourenço;0,009026004;2,192926045;0;1;0,759;41657;12455,69;0,03686317;0,782533548
2011;143;São Lourenço;0,007566638;2,113636364;0;0,991337665;0,759;42021;14017,17;0,012595774;0,785535804
2012;143;São Lourenço;0,009827801;2,149855908;0;0,983125649;0,759;42372;16109,11;0,01198051;0,788350798
2013;143;São Lourenço;0,007492467;2,028985507;0;0,989985694;0,759;44037;16943,81;0,043304634;0,791402684
2014;143;São Lourenço;0,007135767;2,101503759;0,007518797;0,990003827;0,759;44417;18418,03;0,011944512;0,793997794
2008;144;São Tiago;0,000861645;4,928571429;0,071428571;0,443858327;0,565;10616;6388,31;0,048528653;0
2009;144;São Tiago;0,000847817;4;0,071428571;0,66322217;0,565;10645;6529,86;0,0163097;0
2010;144;São Tiago;0,000641998;5,636363636;0;0,687434902;0,662;10561;6926,53;0,037606734;0
2011;144;São Tiago;0,000746654;12,76923077;0;0,708955224;0,662;10586;7986,67;0,016166686;0
2013;144;São Tiago;0,000162092;5;0;0,584938384;0,662;10955;10476,92;0,046891793;0,688361479
2014;144;São Tiago;0,000425872;6,25;0;0,605133807;0,662;10986;11579,36;0,014966501;0,844165301
2008;145;Serro;0,02022402;3,423076923;0;0,295756955;0,493;21494;4852,25;0,034938013;0,195868614
2009;145;Serro;0,024220382;3,552715655;0;0,320696864;0,493;21525;5217,19;0,005211574;0,194471545
2010;145;Serro;0,02752596;3,01497006;0;0,392080634;0,656;20835;5792,98;-0,061053935;0,221598272
2011;145;Serro;0,017630582;2,261682243;0;0,416050331;0,656;20822;6272,73;0,000329652;0,249351647
2012;145;Serro;0,014000988;2,194117647;0,005882353;0,431640156;0,656;20809;7288,93;0,000329544;0,260656447
2013;145;Serro;0,01414755;2,355932203;0;0,437462066;0,656;21419;8450,15;0,03039038;0,256127737
2014;145;Serro;0,015410412;2,419689119;0;0,462633618;0,656;21423;9120,67;0,001039086;0,290062083
2008;146;Sete Lagoas;0,004307444;1,28125;0;0,943002471;0,66;221764;21391,8;0,028235294;0
2009;146;Sete Lagoas;0;0;0;0,949001145;0,66;225358;18217,73;-0,000403823;0,018601514
2010;146;Sete Lagoas;0,000266596;5;0;0,948998842;0,76;214152;27190,17;0,010234312;0,021339983
2011;146;Sete Lagoas;0,000266276;2;0;0,95;0,76;216400;29592,2;0,00119968;0,021118299
2012;146;Sete Lagoas;0,000132979;4;0;0,949998627;0,76;218574;31398,79;0,001198243;0,020908251
2013;146;Sete Lagoas;0,000128949;2;0;0,949998023;0,76;227571;35770,19;0,03125;0,020758357
2014;146;Sete Lagoas;0;0;0;0,955991422;0,76;229887;34688,47;0,001934236;0,020575326
2008;147;Teófilo Otoni;0,001668871;3,339622642;0;0,746684442;0,589;130521;7999,41;0,045152373;0,004428406
2009;147;Teófilo Otoni;0,000403852;3,153846154;0;0,774757311;0,589;130517;8848,55;0,013602872;0,019177578
2010;147;Teófilo Otoni;0,000148867;3,6;0;0,766002449;0,701;134745;10878,66;0,043398571;0,056573528
2011;147;Teófilo Otoni;0,000234804;6,5;0;0,780879589;0,701;135154;11895,06;0,014410337;0,058710804
2012;147;Teófilo Otoni;0,00052115;4,166666667;0;0,801872386;0,701;135549;12672,82;0,013736022;0,035846816
2013;147;Teófilo Otoni;0,000387833;4,857142857;0,071428571;0,803993803;0,701;140067;13734,21;0,045137381;0,043015128
2014;147;Teófilo Otoni;0,000300661;4,181818182;0;0,816920045;0,701;140567;15379,33;0,013518755;0,047215918
2008;148;Três Corações;0,000897838;4,704918033;0;0,873842825;0,635;74859;18178,23;0,039059752;0,090009217
2009;148;Três Corações;0,000977717;5,820895522;0,014925373;0,879051415;0,635;75776;17739,28;0,008625131;0,214698585
2010;148;Três Corações;0,000508959;5,382352941;0;0,904638219;0,744;72765;20727,86;-0,025157967;0,259630317
2011;148;Três Corações;0,000491079;3,939393939;0;0,904634642;0,744;73339;22859,19;0,005927877;0,275256003
2012;148;Três Corações;0,000636274;5,279069767;0;0,904633664;0,744;73894;23587,28;0,005684608;0,178106477
2013;148;Três Corações;0,000442598;6,451612903;0,064516129;0,904644616;0,744;76734;23141,12;0,036400764;0,215145828
2014;148;Três Corações;0,000964922;8,735294118;0,029411765;0,904641841;0,744;77340;23836,24;0,006153539;0,268580295
2008;149;Três Marias;0,002157545;4,055172414;0,006896552;0,812753183;0,641;27648;29131,8;0,034177118;0,587818287
2009;149;Três Marias;0,000518396;6,4;0,028571429;0,811318736;0,641;28042;31620,46;0,004612683;0,622352186
2010;149;Três Marias;0,000351344;5,52173913;0,086956522;0,840772653;0,752;28318;34732,38;-0,030407607;0,224239
2011;149;Três Marias;0,000259123;6,470588235;0;0,854861765;0,752;28683;33850,46;0,00218444;0,243593766
2012;149;Três Marias;0,000167316;5,272727273;0;0,866062819;0,752;29036;32674,56;0,002103466;0,258713321
2013;149;Três Marias;8,83978E-05;5,666666667;0;0,852781995;0,752;30302;37544,76;0,032413604;0,313774668
2014;149;Três Marias;8,8151E-05;5;0,166666667;0,865973332;0,752;30673;40031,97;0,002799263;0,372738239
2008;150;Três Pontas;0;0;0;0,869482941;0,626;53901;10553,4;0,026306857;0
2009;150;Três Pontas;0,000662691;3,25;0;0,866257918;0,626;54149;9967,28;-0,001819084;0
2010;150;Três Pontas;0,000370714;3;0;0,85926476;0,731;53860;12310,8;-0,106196156;0,074043817
