"Ano","Id","Município","N. Internação","Dias de Permanência","N. Óbitos","Prop Inter / Total Pop","Prop Dias Perm / Internações","Prop de Óbitos / Inter","IDHM","PIB per Capita série revisada","POP_TOT - População total do município do ano de referência (Fonte: IBGE):","ES001 - População total atendida com esgotamento sanitário","ES002 - Quantidade de ligações ativas de esgotos","ES005 - Volume de esgotos coletado","ES006 - Volume de esgotos tratado","IN015_AE - Índice de coleta de esgoto","IN016_AE - Índice de tratamento de esgoto","IN046_AE - Índice de esgoto tratado referido à água consumida","IN056_AE - Índice de atendimento total de esgoto referido aos municípios atendidos com água"
"2010",282,"Uberaba",340,1252,3,0.0011486952173736774,3.6823529411764704,0.008823529411764706,0.772,24661.21,295988,290258,91928,16056.0,10820.2,80.0,67.39,53.91,98.06
"2011",282,"Uberaba",257,932,0,8.58495261573819E-4,3.6264591439688716,0.0,0.772,27143.62,299361,293406,95182,17160.42,12698.71,80.0,74.0,59.2,98.01
"2012",282,"Uberaba",254,938,1,8.393281409542566E-4,3.6929133858267718,0.003937007874015748,0.772,31060.69,302623,298113,98988,17393.49,12871.18,80.0,74.0,59.2,98.51
"2013",282,"Uberaba",252,942,2,7.990867579908676E-4,3.738095238095238,0.007936507936507936,0.772,34449.63,315360,309052,100350,17647.72,13059.31,80.0,74.0,59.2,98.0
"2014",282,"Uberaba",289,1128,2,9.064875020780206E-4,3.903114186851211,0.006920415224913495,0.772,36403.22,318813,312436,102369,17400.94,12876.69,80.0,74.0,59.2,98.0
"2008",283,"Uberlândia",474,1687,5,7.615179591318695E-4,3.559071729957806,0.010548523206751054,0.702,22926.5,622441,595106,145770,29624.56,29624.56,70.11,100.0,70.11,95.61
"2009",283,"Uberlândia",379,1475,1,5.974666782271477E-4,3.891820580474934,0.002638522427440633,0.702,25484.48,634345,606760,150323,27940.0,27940.0,63.58,100.0,63.58,95.65
"2010",283,"Uberlândia",444,1497,3,7.350835164143818E-4,3.3716216216216215,0.006756756756756757,0.789,31569.3,604013,587975,156002,38367.0,38367.0,78.51,100.0,78.51,97.34
"2011",283,"Uberlândia",293,1435,8,4.788332810375484E-4,4.897610921501706,0.027303754266211604,0.789,31954.7,611904,595049,162200,39590.0,39590.0,79.07,100.0,79.07,97.25
"2012",283,"Uberlândia",262,1323,4,4.228971359210764E-4,5.049618320610687,0.015267175572519083,0.789,36861.91,619536,602359,168237,42086.0,42086.0,82.37,100.0,82.37,97.23
"2013",283,"Uberlândia",402,1393,4,6.216433962760159E-4,3.4651741293532337,0.009950248756218905,0.789,39770.62,646673,628743,172265,50354.99,50354.99,92.89,100.0,92.89,97.23
"2014",283,"Uberlândia",698,1904,6,0.0010661681032441755,2.7277936962750715,0.008595988538681949,0.789,43291.56,654681,636529,175635,50016.36,50016.36,93.1,100.0,93.1,97.23
"2008",284,"Unaí",67,152,2,8.652641638577867E-4,2.2686567164179103,0.029850746268656716,0.651,17227.08,77433,66966,15548,2889.19,2889.19,86.35,100.0,86.35,86.48
"2009",284,"Unaí",27,77,1,3.456E-4,2.8518518518518516,0.037037037037037035,0.651,16776.38,78125,54608,15950,2902.0,2902.0,79.99,100.0,79.99,69.9
"2010",284,"Unaí",40,110,0,5.156965126023336E-4,2.75,0.0,0.736,17142.26,77565,54656,16244,2650.74,2650.74,68.63,100.0,68.63,70.46
"2011",284,"Unaí",27,81,1,3.455159705159705E-4,3.0,0.037037037037037035,0.736,22177.08,78144,54825,16751,3320.75,3320.75,85.65,100.0,85.65,70.16
"2012",284,"Unaí",6,27,3,7.62359757569597E-5,4.5,0.5,0.736,25664.13,78703,55393,17109,3464.68,2260.66,84.13,65.25,54.89,70.38
"2013",284,"Unaí",27,87,1,3.305056736807315E-4,3.2222222222222223,0.037037037037037035,0.736,27371.52,81693,57834,17896,3757.01,2550.17,87.03,67.88,59.07,70.79
"2014",284,"Unaí",30,91,2,3.645289071423364E-4,3.033333333333333,0.06666666666666667,0.736,26996.54,82298,59682,18502,3408.01,2410.8,71.71,70.74,50.73,72.52
"2008",287,"Varginha",76,334,1,6.297072689761457E-4,4.394736842105263,0.013157894736842105,0.702,23647.13,120691,125128,37126,4812.09,3245.18,77.36,67.44,52.17,100.0
"2009",287,"Varginha",51,212,1,4.187707845793817E-4,4.1568627450980395,0.0196078431372549,0.702,25013.79,121785,127269,37929,4873.71,3981.47,77.77,81.69,63.54,100.0
"2010",287,"Varginha",37,149,0,3.006150421267296E-4,4.027027027027027,0.0,0.778,26268.24,123081,119061,39074,5030.31,3722.01,77.63,73.99,57.44,96.73
"2011",287,"Varginha",17,66,0,1.3691789758541262E-4,3.8823529411764706,0.0,0.778,28571.88,124162,120107,40311,5190.87,3783.28,77.43,72.88,56.43,96.73
"2012",287,"Varginha",15,71,1,1.1980065171554534E-4,4.733333333333333,0.06666666666666667,0.778,29437.96,125208,121119,41831,5254.81,4391.78,77.14,83.58,64.47,96.73
"2013",287,"Varginha",20,81,0,1.5368183250217076E-4,4.05,0.0,0.778,31233.86,130139,125888,43235,5322.15,5135.01,77.38,96.48,74.66,96.73
"2014",287,"Varginha",16,46,0,1.2188711729349656E-4,2.875,0.0,0.778,34902.15,131269,126982,44818,5271.82,5271.82,77.28,100.0,77.28,96.73
"2008",290,"Vazante",43,102,0,0.0021549563997193544,2.372093023255814,0.0,0.619,14837.56,19954,14448,3839,123.58,0.0,13.96,0.0,0.0,72.41
"2009",290,"Vazante",9,32,0,4.490569803412833E-4,3.5555555555555554,0.0,0.619,13380.36,20042,17106,5582,597.18,575.16,74.21,96.31,71.48,85.35
"2010",290,"Vazante",4,10,0,2.0280890331085536E-4,2.5,0.0,0.742,17251.0,19723,15919,5689,591.48,584.57,69.35,98.83,68.54,80.71
"2011",290,"Vazante",8,25,0,4.0434672731867575E-4,3.125,0.0,0.742,21700.49,19785,15969,5815,569.9,566.66,70.28,99.43,69.88,80.71
"2012",290,"Vazante",9,42,2,4.535375932271719E-4,4.666666666666667,0.2222222222222222,0.742,22358.13,19844,16017,5987,612.77,559.38,70.07,91.29,63.97,80.71
"2013",290,"Vazante",21,55,0,0.0010240905100946064,2.619047619047619,0.0,0.742,25196.32,20506,16551,6168,629.39,606.53,70.41,96.37,67.86,80.71
"2014",290,"Vazante",32,85,0,0.001554907677356657,2.65625,0.0,0.742,28079.74,20580,16611,6323,648.86,648.86,70.74,100.0,70.74,80.71
"2008",291,"Vespasiano",9,67,0,9.040047410026418E-5,7.444444444444445,0.0,0.598,9959.74,99557,77820,18439,2131.56,1445.82,57.07,67.83,38.71,78.17
"2009",291,"Vespasiano",9,35,1,8.836871354790566E-5,3.888888888888889,0.1111111111111111,0.598,10813.5,101846,87452,20949,2318.48,1633.5,62.27,70.46,43.87,85.87
"2010",291,"Vespasiano",3,27,0,2.8700718474652483E-5,9.0,0.0,0.688,14923.36,104527,89596,21591,2499.32,2499.32,63.78,100.0,63.78,85.72
"2011",291,"Vespasiano",6,24,0,5.624033369264658E-5,4.0,0.0,0.688,19761.35,106685,92924,22529,2617.95,2617.95,63.63,100.0,63.63,87.1
"2012",291,"Vespasiano",10,90,0,9.193626977779004E-5,9.0,0.0,0.688,21538.55,108771,92732,22165,2558.04,2558.04,61.04,100.0,61.04,85.25
"2013",291,"Vespasiano",11,41,0,9.618327285445722E-5,3.727272727272727,0.0,0.688,20567.09,114365,96444,23032,2630.54,2630.54,60.43,100.0,60.43,84.33
"2014",291,"Vespasiano",17,106,0,1.4591523183355364E-4,6.235294117647059,0.0,0.688,22631.94,116506,104164,24136,2654.49,2654.49,61.77,100.0,61.77,89.41
"2008",292,"Viçosa",145,499,2,0.001976500095417246,3.4413793103448276,0.013793103448275862,0.677,7704.5,73362,64558,13713,2678.4,61.06,71.55,2.28,1.63,88.0
"2009",292,"Viçosa",114,414,1,0.0015369888500896577,3.6315789473684212,0.008771929824561403,0.677,8086.23,74171,67984,14145,3070.0,70.0,78.78,2.28,1.8,91.66
"2010",292,"Viçosa",141,471,1,0.001952367765162005,3.3404255319148937,0.0070921985815602835,0.775,4520.46,72220,70470,14628,3583.24,53.74,88.0,1.5,1.32,97.58
"2011",292,"Viçosa",96,422,1,0.001318934960019784,4.395833333333333,0.010416666666666666,0.775,6064.2,72786,71786,15222,3600.0,55.0,88.35,1.53,1.35,98.63
"2012",292,"Viçosa",91,389,0,0.0012409147314305974,4.274725274725275,0.0,0.775,7172.2,73333,61040,15963,4147.62,39.02,84.25,0.94,0.79,83.24
"2013",292,"Viçosa",68,299,1,8.930095735879286E-4,4.397058823529412,0.014705882352941176,0.775,6590.23,76147,66029,16406,3259.77,32.6,71.84,1.0,0.72,86.71
"2014",292,"Viçosa",83,312,1,0.001081503681021565,3.7590361445783134,0.012048192771084338,0.775,7340.34,76745,67536,16858,3639.04,36.39,80.0,1.0,0.8,88.0
