ano;id;prop_intern_pop;prop_dias_perm_intern;prop_obitos;pop_total;qntd_lig_ativa_esg;qntd_econ_ativa_esg;vol_esg_coletado;vol_esg_tratado;vol_esg_fat;qntd_res_ativ_esg;qntd_lig_total_esg;ind_coleta_esg;ind_trata_esg;ext_rede_esg_lig;ind_atend_esg_mun_atend_agua;ind_esg_trat_agua_cons;ind_atend_esg_mun_esg;ind_atend_esg_mun_agua;rec_oper_dir_agua;rec_oper_dir_esg;rec_oper_indireta;desp_explor;inv_esg_sanit_prest_serv;inv_realiz_esg_sanit_mun;inv_realiz_esg_estado;desp_total_serv_m3_fat;tarifa_med_prat;tar_media_agua;tar_media_esg;desp_explor_m3_fat;desp_explor_econ;margem_desp_explor
2008;1;0,001180;3,750000;0,000000;6777,000000;;;;;;;;0,000000;0,000000;;0,000000;0,000000;0,000000;0,000000;596743,740000;;11807,970000;401993,350000;0,000000;;;2,300000;2,520000;2,520000;;1,690000;225,210000;67,360000
2009;1;0,001616;2,363636;0,090909;6805,000000;;;;;;;;0,000000;0,000000;;0,000000;0,000000;0,000000;0,000000;627986,030000;;12935,520000;421239,910000;0,000000;0,000000;0,000000;2,350000;2,650000;2,650000;;1,780000;230,370000;67,080000
2010;1;0,000746;2,600000;0,000000;6704,000000;;;;;;;;0,000000;0,000000;;0,000000;0,000000;0,000000;0,000000;627761,360000;;13577,790000;454434,630000;0,000000;0,000000;0,000000;2,550000;2,560000;2,560000;;1,860000;242,820000;72,390000
2011;1;0,001041;4,142857;0,000000;6724,000000;;;;;;;;0,000000;0,000000;;0,000000;0,000000;0,000000;0,000000;673169,620000;;6089,000000;459409,320000;0,000000;;;2,430000;2,670000;2,670000;;1,830000;240,400000;68,250000
2012;1;0,001038;2,285714;0,000000;6743,000000;1903,000000;1903,000000;219,000000;0,000000;0,000000;1903,000000;2000,000000;0,929400;0,000000;14,000000;0,903400;0,000000;0,903400;0,564400;701984,300000;0,000000;9283,990000;543343,540000;0,000000;0,000000;0,000000;3,090000;2,750000;2,750000;;2,130000;140,270000;77,400000
2013;1;0,001866;2,000000;0,000000;6967,000000;1903,000000;1973,000000;400,000000;0,000000;0,000000;1903,000000;2000,000000;1,000000;0,000000;14,500000;0,987800;0,000000;0,987800;0,617200;778808,000000;0,000000;12324,650000;601400,590000;0,000000;30000,000000;0,000000;2,950000;2,890000;2,890000;;2,230000;151,200000;77,220000
2014;1;0,000858;1,333333;0,000000;6992,000000;1903,000000;1973,000000;400,000000;0,000000;0,000000;1903,000000;2000,000000;1,000000;0,000000;15,000000;0,984200;0,000000;0,984200;0,615000;813514,940000;0,000000;8383,870000;622335,060000;0,000000;32000,000000;0,000000;3,030000;2,980000;2,980000;;2,280000;152,830000;76,500000
2008;2;0,005529;3,712329;0,000000;13204,000000;;;;;;;;0,000000;0,000000;;0,000000;0,000000;0,000000;0,000000;;;;;;;;;;;;;;
2009;2;0,009714;3,867188;0,000000;13177,000000;2050,000000;2050,000000;307,000000;0,000000;0,000000;2050,000000;2050,000000;0,000000;0,000000;55,610000;0,000000;0,000000;1,000000;0,000000;;0,000000;0,000000;19000,000000;0,000000;;27182,000000;;;;;;9,270000;
2010;2;0,014875;3,868687;0,005051;13311,000000;1509,000000;1780,000000;288,460000;0,000000;0,000000;1775,000000;1620,000000;0,800000;0,000000;62,130000;1,000000;0,000000;1,000000;0,547000;918374,840000;0,000000;0,000000;857612,110000;0,000000;;;2,380000;2,550000;2,550000;;2,380000;198,110000;93,380000
2011;2;0,014051;4,304813;0,000000;13309,000000;1524,000000;1796,000000;301,000000;0,000000;0,000000;1786,000000;1634,000000;0,805500;0,000000;12,910000;1,000000;0,000000;1,000000;0,547000;1084834,740000;0,000000;0,000000;1125603,960000;0,000000;;0,000000;3,010000;2,900000;2,900000;;3,010000;267,870000;103,760000
2012;2;0,013753;3,912568;0,005464;13306,000000;1712,000000;1874,000000;485,000000;0,000000;0,000000;1864,000000;1712,000000;0,850100;0,000000;13,750000;0,822100;0,000000;0,822100;0,595900;1057935,760000;0,000000;0,000000;1097305,410000;0,000000;0,000000;0,000000;1,980000;1,900000;1,900000;;1,980000;251,470000;103,720000
2013;2;0,009195;3,373016;0,000000;13703,000000;1668,000000;1946,000000;485,100000;0,000000;0,000000;1936,000000;1803,000000;0,850000;0,000000;15,650000;0,798300;0,000000;0,798300;0,578600;1139525,630000;0,000000;0,000000;1085295,410000;0,000000;0,000000;0,000000;1,910000;2,010000;2,010000;;1,910000;235,910000;95,240000
2014;2;0,013274;4,049451;0,000000;13711,000000;1734,000000;2015,000000;506,100000;0,000000;0,000000;2002,000000;1899,000000;0,851200;0,000000;16,480000;0,797700;0,000000;0,797700;0,578300;1245428,970000;0,000000;0,000000;1303276,990000;0,000000;0,000000;0,000000;2,200000;2,100000;2,100000;;2,200000;273,080000;104,640000
2008;3;0,011685;2,831169;0,006494;13179,000000;654,000000;672,000000;49,790000;49,790000;82,070000;595,000000;655,000000;0,157200;1,000000;33,500000;0,243200;0,157200;0,243200;0,169600;874438,160000;105168,340000;27941,020000;1077715,190000;1102,000000;;;3,060000;2,220000;2,440000;1,280000;2,450000;277,300000;110,020000
2009;3;0,011127;2,986486;0,000000;13301,000000;1421,000000;1456,000000;89,150000;89,150000;135,540000;1335,000000;1422,000000;0,276900;1,000000;20,890000;0,547500;0,276900;0,547500;0,381800;916918,990000;196930,140000;35860,590000;1004944,100000;0,000000;0,000000;0,000000;2,600000;2,220000;2,500000;1,450000;2,000000;226,060000;90,220000
2010;3;0,010769;2,802920;0,007299;12722,000000;1514,000000;1540,000000;118,400000;118,400000;174,770000;1413,000000;1514,000000;0,346200;1,000000;14,780000;0,601200;0,346200;0,601200;0,422500;1017233,710000;253049,910000;38804,240000;1257747,030000;0,000000;0,000000;0,000000;2,960000;2,260000;2,620000;1,450000;2,230000;249,850000;99,010000
2011;3;0,012513;2,950000;0,006250;12787,000000;1537,000000;1571,000000;117,810000;117,810000;176,060000;1438,000000;1537,000000;0,343800;1,000000;14,220000;0,608000;0,343800;0,608000;0,427300;1021740,450000;277753,390000;19419,070000;1379677,560000;0,000000;;;3,080000;2,280000;2,590000;1,580000;2,420000;264,840000;106,170000
2012;3;0,012529;2,782609;0,006211;12850,000000;1232,000000;1260,000000;90,410000;90,410000;134,670000;1148,000000;1232,000000;0,248800;1,000000;15,670000;0,483700;0,248800;0,483700;0,339900;1035215,740000;297232,920000;24597,420000;1437923,350000;0,000000;;;3,470000;2,430000;2,510000;2,210000;2,630000;278,050000;107,920000
2013;3;0,007515;2,850000;0,000000;13306,000000;1365,000000;1395,000000;101,970000;101,500000;148,440000;1276,000000;1365,000000;0,273100;0,995400;16,720000;0,519300;0,271900;0,519300;0,364900;1076209,800000;343964,220000;30078,940000;1749003,310000;0,000000;0,000000;0,000000;3,710000;2,480000;2,540000;2,320000;3,050000;337,840000;123,150000
2014;3;0,019136;3,011719;0,000000;13378,000000;1472,000000;1501,000000;111,590000;111,590000;163,230000;1379,000000;1472,000000;0,290900;1,000000;15,340000;0,557400;0,290900;0,557400;0,391800;1145781,970000;394632,550000;21910,790000;1821698,010000;0,000000;0,000000;0,000000;3,750000;2,570000;2,620000;2,420000;3,040000;336,980000;118,260000
2008;4;0,003619;2,655556;0,000000;24871,000000;5860,000000;6104,000000;923,100000;923,100000;461,550000;5647,000000;6752,000000;0,608200;1,000000;7,140000;0,730900;0,608200;0,730900;0,574600;1794616,550000;706525,470000;78628,570000;2391417,190000;34295,600000;;;1,180000;1,240000;1,150000;1,530000;1,180000;177,620000;95,610000
2009;4;0,003787;2,776596;0,010638;24825,000000;6314,000000;7583,000000;1038,000000;1038,000000;832,000000;6565,000000;7314,000000;0,811600;1,000000;7,230000;0,704300;0,811600;0,704300;0,553700;2025407,000000;811457,000000;79309,000000;2604073,000000;41599,000000;0,000000;0,000000;1,040000;1,140000;1,220000;0,980000;1,040000;171,070000;91,790000
2010;4;0,002404;2,783333;0,033333;24959,000000;6452,000000;7757,000000;1159,070000;1159,070000;875,010000;6565,000000;7496,000000;0,750000;1,000000;7,220000;0,786900;0,750000;0,786900;0,621100;2267326,000000;1140675,000000;80049,000000;3066137,000000;67746,000000;0,000000;0,000000;1,270000;1,410000;1,470000;1,300000;1,270000;188,420000;89,970000
2011;4;0,001724;3,023256;0,000000;24948,000000;6566,000000;7760,000000;1208,290000;800,160000;966,630000;6566,000000;7953,000000;0,935200;0,662200;7,380000;0,967500;0,619300;0,967500;0,763600;2274150,000000;1287602,000000;101849,000000;3205280,000000;69981,000000;0,000000;0,000000;1,190000;1,330000;1,320000;1,330000;1,190000;195,790000;89,990000
2012;4;0,002165;3,018519;0,000000;24937,000000;6721,000000;6956,000000;1351,310000;878,350000;874,730000;6484,000000;7963,000000;0,800000;0,650000;7,730000;0,967900;0,520000;0,967900;0,764000;2101805,000000;891234,000000;81878,000000;3687297,000000;110942,000000;0,000000;0,000000;1,410000;1,140000;1,200000;1,020000;1,410000;228,920000;123,200000
2013;4;0,001675;2,604651;0,023256;25675,000000;6847,000000;8186,000000;1311,050000;786,630000;896,120000;6607,000000;8186,000000;0,841100;0,600000;8,300000;0,978100;0,504600;0,978100;0,772000;2993219,000000;1178367,000000;171777,000000;3609346,000000;0,000000;0,000000;0,000000;1,340000;1,550000;1,670000;1,310000;1,340000;227,910000;86,520000
2014;4;0,004594;2,559322;0,016949;25685,000000;6961,000000;8404,000000;1402,270000;841,360000;914,740000;6768,000000;8404,000000;0,800000;0,600000;8,560000;0,977700;0,480000;0,977700;0,771700;3267477,000000;1331009,000000;170233,000000;3961744,000000;433050,000000;0,000000;0,000000;1,440000;1,680000;1,790000;1,460000;1,440000;237,040000;86,150000
2008;5;0,000801;2,000000;0,000000;6239,000000;;;;;;;;0,000000;0,000000;;0,000000;0,000000;0,000000;0,000000;;;;;;;;;;;;;;
2009;5;0,000161;2,000000;0,000000;6210,000000;;;;;;;;0,000000;0,000000;;0,000000;0,000000;0,000000;0,000000;;;;;;;;;;;;;;
2010;5;0,000811;2,800000;0,000000;6162,000000;;;;;;;;0,000000;0,000000;;0,000000;0,000000;0,000000;0,000000;;;;;;;;;;;;;;
2011;5;0,000000;0,000000;0,000000;6139,000000;;;;;;;;0,000000;0,000000;;0,000000;0,000000;0,000000;0,000000;;;;;;;;;;;;;;
2012;5;0,000164;2,000000;0,000000;6116,000000;989,000000;989,000000;75,000000;0,000000;0,000000;989,000000;989,000000;0,833300;0,000000;30,330000;0,516100;0,000000;0,516100;0,327000;0,000000;0,000000;0,000000;165400,000000;;0,000000;;;;;;;83,870000;
2013;5;0,000638;4,250000;0,000000;6274,000000;1000,000000;1000,000000;75,000000;0,000000;0,000000;1000,000000;1000,000000;0,833300;0,000000;30,170000;0,408800;0,000000;0,408800;0,414400;0,000000;0,000000;0,000000;164400,000000;;0,000000;0,000000;;;;;;76,970000;
2014;5;0,001119;2,428571;0,142857;6257,000000;1200,000000;1200,000000;75,000000;0,000000;0,000000;;1200,000000;0,833300;0,000000;27,270000;0,410000;0,000000;0,410000;0,319600;0,000000;0,000000;0,000000;164400,000000;;0,000000;0,000000;;;;;;68,500000;
2008;6;0,002954;3,225490;0,009804;34527,000000;;;;;;;;0,000000;0,000000;;0,000000;0,000000;0,000000;0,000000;5539632,320000;;162830,410000;2835540,270000;0,000000;;;2,120000;2,920000;2,920000;;1,500000;252,200000;51,190000
2009;6;0,002920;2,722772;0,000000;34591,000000;;;;;;;;0,000000;0,000000;;0,000000;0,000000;0,000000;0,000000;5977510,280000;;176273,030000;3048894,880000;0,000000;0,000000;0,000000;2,140000;3,070000;3,070000;;1,570000;266,270000;51,010000
2010;6;0,004804;3,333333;0,000000;34349,000000;;;;;;;;0,000000;0,000000;;0,000000;0,000000;0,000000;0,000000;6006293,440000;;182004,500000;3348829,670000;0,000000;0,000000;0,000000;2,400000;3,050000;3,050000;;1,700000;286,090000;55,760000
2011;6;0,003372;3,310345;0,008621;34406,000000;;;;;;;;0,000000;0,000000;;0,000000;0,000000;0,000000;0,000000;6221396,120000;;102096,640000;3267862,040000;500000,000000;;;2,540000;3,150000;3,150000;;1,660000;274,210000;52,530000
2012;6;0,002844;2,612245;0,000000;34461,000000;6272,000000;6967,000000;623,090000;0,000000;695,890000;6361,000000;6272,000000;0,353000;0,000000;10,180000;0,701900;0,000000;0,701900;0,655300;6464968,470000;0,000000;98867,070000;4352999,070000;3000000,000000;;;2,940000;2,480000;3,380000;0,000000;1,670000;229,200000;67,330000
2013;6;0,001069;3,157895;0,000000;35559,000000;8288,000000;9032,000000;1011,110000;0,000000;1190,840000;8345,000000;8288,000000;0,561800;0,000000;8,770000;0,892400;0,000000;0,892400;0,833100;6878129,250000;1754314,780000;145051,850000;5089266,470000;0,000000;0,000000;0,000000;2,830000;2,750000;3,530000;1,470000;1,620000;253,210000;58,960000
2014;6;0,002609;2,473118;0,010753;35641,000000;8410,000000;9082,000000;1082,210000;0,000000;1260,520000;8374,000000;8410,000000;0,596000;0,000000;7,910000;0,893500;0,000000;0,893500;0,834100;7300090,750000;1970522,700000;126435,370000;5243374,040000;0,000000;0,000000;0,000000;2,670000;2,870000;3,710000;1,560000;1,630000;246,700000;56,560000
2008;7;0,001114;8,783133;0,036145;74505,000000;24371,000000;27827,000000;3099,550000;0,000000;4126,790000;24528,000000;24425,000000;0,778300;0,000000;9,940000;1,000000;0,000000;1,000000;1,000000;11106655,890000;5058346,800000;428278,150000;9409282,770000;17130568,000000;;;1,660000;1,940000;2,640000;1,230000;1,130000;169,950000;58,210000
2009;7;0,000332;5,720000;0,000000;75214,000000;24939,000000;28455,000000;3174,330000;0,000000;4254,840000;24967,000000;25003,000000;0,780500;0,000000;9,750000;1,000000;0,000000;1,000000;1,000000;12189513,720000;7372762,300000;551215,100000;10621401,180000;8664111,000000;0,000000;0,000000;1,740000;2,280000;2,820000;1,730000;1,240000;187,300000;54,300000
2010;7;0,000339;6,160000;0,000000;73774,000000;25645,000000;29208,000000;3353,150000;415,810000;4477,300000;25635,000000;25645,000000;0,773700;0,124000;9,590000;1,000000;0,095900;1,000000;0,937700;13422379,730000;5845097,900000;548346,940000;12843270,380000;3047095,000000;0,000000;0,000000;2,070000;2,130000;2,930000;1,310000;1,420000;220,050000;66,660000
2011;7;0,000269;10,400000;0,000000;74298,000000;26403,000000;30198,000000;3398,350000;1842,450000;4584,090000;26547,000000;26403,000000;0,771300;0,542200;9,340000;1,000000;0,418200;1,000000;0,937700;14083662,950000;7225373,510000;410761,960000;13809580,290000;1986662,000000;;;2,040000;2,300000;3,010000;1,580000;1,490000;229,370000;64,810000
2012;7;0,000214;4,375000;0,000000;74804,000000;27083,000000;30846,000000;3394,300000;2633,780000;4596,380000;27168,000000;27083,000000;0,767600;0,775900;9,100000;1,000000;0,595600;1,000000;0,937700;14792850,610000;10220629,930000;475629,320000;15565052,710000;417305,000000;;;2,530000;2,690000;3,140000;2,220000;1,670000;251,370000;62,230000
2013;7;0,000206;7,687500;0,000000;77618,000000;27858,000000;31945,000000;3413,120000;3291,840000;4590,540000;28170,000000;27858,000000;0,770500;0,964500;8,870000;1,000000;0,743100;1,000000;0,937700;14980316,260000;12266245,710000;547765,000000;16712733,050000;19769,000000;0,000000;0,000000;2,590000;2,930000;3,180000;2,670000;1,800000;262,260000;61,340000
2014;7;0,000371;6,448276;0,137931;78176,000000;28839,000000;32545,000000;3377,890000;3356,640000;4583,030000;28684,000000;28839,000000;0,772400;0,993700;8,610000;1,000000;0,767500;1,000000;0,937700;15512214,140000;12943549,580000;510883,110000;17739615,650000;686326,000000;0,000000;0,000000;2,770000;3,060000;3,290000;2,820000;1,910000;271,180000;62,340000
2008;8;0,003397;3,053846;0,007692;38269,000000;8907,000000;9234,000000;992,090000;0,000000;991,930000;8267,000000;8987,000000;0,696200;0,000000;9,160000;0,970600;0,000000;0,970600;0,788400;3860555,330000;1280114,750000;177858,730000;3846137,650000;1239651,000000;;;2,140000;2,060000;2,560000;1,290000;1,540000;263,060000;74,820000
2009;8;0,002466;3,505263;0,052632;38531,000000;9178,000000;9488,000000;1032,320000;0,000000;1374,580000;8480,000000;9205,000000;0,709700;0,000000;8,830000;0,984000;0,000000;0,984000;0,799300;4184550,820000;1654060,940000;188052,490000;4395239,980000;1715674,000000;0,000000;0,000000;2,070000;2,000000;2,720000;1,200000;1,510000;223,630000;75,280000
2010;8;0,003611;2,907143;0,007143;38775,000000;9753,000000;10029,000000;1063,990000;0,000000;1427,320000;8986,000000;9753,000000;0,718300;0,000000;8,880000;1,000000;0,000000;1,000000;0,818800;4380006,930000;1763347,680000;204243,210000;4894015,210000;2005285,000000;0,000000;0,000000;2,340000;2,050000;2,780000;1,240000;1,630000;238,940000;79,660000
2011;8;0,002485;3,350515;0,010309;39036,000000;10361,000000;10643,000000;1080,710000;0,310000;1474,700000;9505,000000;10361,000000;0,719100;0,000300;9,830000;1,000000;0,000200;1,000000;0,818800;4484861,410000;1828954,090000;111987,720000;5336160,680000;3395729,000000;;;2,360000;2,040000;2,780000;1,240000;1,730000;246,620000;84,520000
2012;8;0,003258;2,812500;0,007813;39287,000000;10788,000000;11089,000000;1138,740000;414,770000;1550,580000;9882,000000;10788,000000;0,720100;0,364200;10,790000;1,000000;0,262300;1,000000;0,818800;4824951,950000;2311410,890000;180396,270000;5775437,290000;4265483,790000;;;2,560000;2,200000;2,860000;1,490000;1,780000;253,930000;80,930000
2013;8;0,002675;3,440367;0,018349;40749,000000;11357,000000;11672,000000;1156,600000;993,000000;1375,970000;10382,000000;11357,000000;0,724300;0,858600;10,710000;1,000000;0,621800;1,000000;0,818800;5236038,170000;3194788,930000;201703,300000;6858948,130000;2670730,000000;0,000000;0,000000;2,950000;2,720000;3,030000;2,320000;2,210000;288,290000;81,360000
2014;8;0,002754;3,247788;0,008850;41028,000000;12110,000000;12386,000000;1172,910000;1092,320000;1091,600000;11109,000000;12110,000000;0,722000;0,931300;10,170000;1,000000;0,672400;1,000000;0,818800;5451280,730000;2970675,570000;149627,420000;7133479,150000;382082,940000;0,000000;0,000000;3,480000;2,950000;3,090000;2,720000;2,500000;282,750000;84,700000
2008;9;0,005193;3,770833;0,020833;18486,000000;;;;;;;;0,000000;0,000000;;0,000000;0,000000;0,000000;0,000000;1869727,460000;;36701,790000;1450057,470000;0,000000;;;2,510000;2,500000;2,500000;;1,940000;267,690000;77,550000
2009;9;0,002309;3,837209;0,069767;18619,000000;5386,000000;5436,000000;845,000000;0,000000;0,000000;5436,000000;5436,000000;1,186200;0,000000;10,670000;1,000000;0,000000;1,000000;0,803500;2017503,620000;52532,000000;47019,820000;;0,000000;0,000000;0,000000;2,550000;2,710000;2,640000;;;;
2010;9;0,003083;3,842105;0,070175;18488,000000;5647,000000;5647,000000;878,000000;0,000000;878,000000;5647,000000;5647,000000;1,163500;0,000000;10,500000;1,000000;0,000000;1,000000;0,810800;2124248,880000;54571,000000;43218,970000;1768824,190000;195000,000000;0,000000;0,000000;1,380000;1,290000;2,640000;0,060000;1,050000;157,600000;81,180000
2011;9;0,002527;3,510638;0,042553;18600,000000;;;;;;;;0,000000;0,000000;;0,000000;0,000000;0,000000;0,000000;2300417,670000;;20017,040000;1796363,060000;0,000000;;;2,740000;2,740000;2,740000;;2,140000;307,570000;78,090000
2012;9;0,003795;3,563380;0,014085;18709,000000;5000,000000;5700,000000;820,000000;0,000000;820,000000;5000,000000;5700,000000;1,024100;0,000000;10,000000;1,000000;0,000000;1,000000;0,908700;2430530,960000;120000,000000;51838,400000;2008828,560000;0,000000;5000,000000;;1,660000;1,520000;2,850000;0,150000;1,200000;171,750000;78,760000
2013;9;0,003301;2,984375;0,015625;19391,000000;5000,000000;5000,000000;820,000000;0,000000;820,000000;5000,000000;5700,000000;1,000000;0,000000;10,000000;1,000000;0,000000;1,000000;1,000000;2535196,240000;127200,000000;57730,880000;2148757,170000;0,000000;5300,000000;0,000000;1,630000;1,580000;2,910000;0,160000;1,270000;187,290000;80,710000
2014;9;0,002665;3,461538;0,038462;19513,000000;5200,000000;5500,000000;825,000000;10,000000;820,000000;5400,000000;5900,000000;1,000000;0,012100;10,000000;0,999900;0,012600;0,999900;0,999300;2584933,190000;131016,000000;40603,610000;2254800,520000;0,000000;0,000000;0,000000;1,940000;1,620000;3,010000;0,160000;1,340000;196,240000;83,020000
2008;10;0,001019;3,285714;0,000000;13744,000000;;;;;;;;0,000000;0,000000;;0,000000;0,000000;0,000000;0,000000;1318880,500000;;34005,360000;1024947,020000;0,000000;;;2,530000;2,500000;2,500000;;1,950000;241,820000;77,710000
2009;10;0,000652;3,777778;0,000000;13810,000000;3500,000000;;223,000000;173,000000;;;4125,000000;0,475800;0,775800;;1,000000;0,369100;1,000000;0,740000;1366004,230000;129753,000000;37076,660000;1201270,490000;0,000000;0,000000;0,000000;;;2,590000;;;;80,310000
2010;10;0,000365;3,400000;0,000000;13717,000000;3900,000000;3900,000000;300,000000;262,000000;300,000000;3900,000000;4200,000000;0,629000;0,873300;8,410000;1,000000;0,549300;1,000000;0,729200;1338889,350000;142438,000000;37720,050000;1535930,180000;32879,410000;0,000000;0,000000;2,250000;1,780000;2,520000;0,470000;1,850000;185,100000;103,690000
2011;10;0,000290;1,750000;0,000000;13774,000000;;;;;;;;0,000000;0,000000;;0,000000;0,000000;0,000000;0,000000;1406218,120000;;21881,170000;1292720,660000;0,000000;;;2,960000;2,580000;2,580000;;2,370000;284,490000;91,930000
2012;10;0,000072;2,000000;0,000000;13829,000000;;;;;;;;0,000000;0,000000;;0,000000;0,000000;0,000000;0,000000;1515246,080000;;25431,460000;1378536,430000;0,000000;;;3,410000;2,700000;2,700000;;2,460000;292,930000;90,980000
2013;10;0,000419;2,666667;0,000000;14306,000000;4163,000000;;324,000000;227,000000;0,000000;;4363,000000;0,634900;0,700600;11,410000;1,000000;0,444900;1,000000;0,729100;1605120,190000;180570,000000;36335,110000;1713775,450000;0,000000;120616,830000;0,000000;3,700000;3,090000;2,780000;;2,970000;;95,970000
2014;10;0,000000;0,000000;0,000000;14371,000000;4163,000000;;328,000000;230,000000;0,000000;;4363,000000;0,649100;0,701200;11,420000;0,995400;0,455200;0,995400;0,725800;1664121,240000;260789,700000;21915,920000;1850824,450000;0,000000;5000,000000;0,000000;4,040000;3,320000;2,870000;;3,190000;;96,150000
2008;11;0,001900;3,666667;0,000000;36320,000000;;;;;;;;0,000000;0,000000;;0,000000;0,000000;0,000000;0,000000;4596209,250000;;104362,130000;2314177,130000;0,000000;;;1,970000;2,690000;2,690000;;1,360000;209,520000;50,350000
2009;11;0,001010;3,216216;0,000000;36633,000000;12661,000000;12662,000000;1507,000000;0,000000;0,000000;11134,000000;13074,000000;0,904500;0,000000;7,040000;1,000000;0,000000;1,000000;0,982700;4956123,350000;8282,000000;122897,060000;2620184,000000;0,000000;0,000000;0,000000;2,080000;2,830000;2,820000;;1,490000;109,500000;52,780000
2010;11;0,000349;2,384615;0,153846;37270,000000;12886,000000;13000,000000;3153,600000;0,000000;0,000000;12886,000000;13229,000000;1,815600;0,000000;7,150000;1,000000;0,000000;1,000000;0,886100;5037537,960000;269472,140000;114774,890000;3060971,950000;0,000000;0,000000;0,000000;2,400000;2,920000;2,770000;;1,680000;125,330000;57,680000
2011;11;0,000931;2,914286;0,000000;37601,000000;13300,000000;13499,000000;3200,000000;0,000000;0,000000;13300,000000;13499,000000;1,795100;0,000000;7,310000;0,991200;0,000000;0,991200;0,880300;5440922,840000;269472,140000;65695,960000;3313950,390000;0,000000;0,000000;0,000000;2,350000;3,040000;2,900000;;1,760000;131,400000;58,030000
2012;11;0,000765;2,931034;0,068966;37920,000000;13593,000000;13793,000000;3360,000000;0,000000;0,000000;13593,000000;13793,000000;1,841700;0,000000;7,660000;0,984000;0,000000;0,984000;0,873800;5884839,660000;282945,740000;84218,730000;3199610,000000;0,000000;0,000000;0,000000;2,490000;3,220000;3,070000;;1,670000;123,110000;51,880000
2013;11;0,000812;3,875000;0,062500;39416,000000;13893,000000;14076,000000;3428,000000;0,000000;0,000000;13893,000000;14076,000000;1,000000;0,000000;7,920000;0,946700;0,000000;0,946700;0,840600;6237103,600000;288751,120000;102232,720000;4004730,310000;0,000000;0,000000;0,000000;2,660000;3,350000;3,200000;;2,050000;150,130000;61,370000
2014;11;0,001056;3,523810;0,000000;39761,000000;14170,000000;14357,000000;3450,000000;0,000000;0,000000;14170,000000;14357,000000;1,000000;0,000000;7,890000;0,957200;0,000000;0,957200;0,850000;6670160,360000;396757,180000;89053,100000;4306124,090000;0,000000;0,000000;0,000000;2,840000;3,560000;3,360000;;2,170000;157,750000;60,930000
2008;12;0,006173;4,243478;0,013043;37262,000000;718,000000;738,000000;23,640000;0,000000;19,840000;704,000000;718,000000;0,022600;0,000000;67,550000;0,115600;0,000000;0,115600;0,071800;2935722,270000;29887,110000;75281,630000;1813827,040000;2777724,000000;;;2,170000;2,640000;2,660000;1,510000;1,610000;231,700000;61,160000
2009;12;0,004253;3,597484;0,031447;37388,000000;1999,000000;2055,000000;165,260000;0,000000;195,760000;1843,000000;2004,000000;0,157400;0,000000;35,640000;0,302500;0,000000;0,302500;0,187800;3139193,940000;249198,630000;91621,760000;2102770,300000;2889039,000000;0,000000;0,000000;2,110000;2,580000;2,810000;1,270000;1,600000;241,780000;62,060000
2010;12;0,002194;3,518987;0,012658;36013,000000;3556,000000;3691,000000;357,990000;0,000000;484,690000;3153,000000;3556,000000;0,329400;0,000000;17,450000;0,511200;0,000000;0,511200;0,332700;3213773,300000;613969,390000;90181,710000;2684563,400000;588487,000000;0,000000;0,000000;2,260000;2,340000;2,790000;1,270000;1,640000;255,090000;70,130000
2011;12;0,001998;3,875000;0,041667;36037,000000;4469,000000;4553,000000;442,570000;107,730000;612,440000;3948,000000;4471,000000;0,389700;0,243400;12,540000;0,622600;0,094900;0,622600;0,405100;3512836,240000;1018939,250000;28720,480000;3062039,070000;287027,000000;;;2,190000;2,470000;2,880000;1,660000;1,670000;246,590000;67,570000
2012;12;0,001830;3,575758;0,000000;36059,000000;4862,000000;4880,000000;474,330000;225,340000;659,410000;4234,000000;4918,000000;0,345800;0,475100;11,190000;0,661500;0,164300;0,661500;0,446200;3817246,900000;1675755,850000;83007,700000;3666247,040000;14085,290000;;;2,690000;2,690000;2,760000;2,540000;1,800000;264,870000;66,740000
2013;12;0,001749;3,892308;0,015385;37169,000000;5394,000000;5432,000000;523,260000;359,910000;708,280000;4725,000000;5394,000000;0,423700;0,687800;11,820000;0,684700;0,291400;0,684700;0,484100;3909080,360000;1895745,920000;83993,160000;4472701,090000;71227,340000;0,000000;0,000000;3,130000;2,850000;2,940000;2,680000;2,190000;302,210000;77,050000
2014;12;0,002149;3,562500;0,037500;37220,000000;5852,000000;5982,000000;553,660000;364,000000;762,990000;5185,000000;6459,000000;0,442300;0,657400;11,870000;0,748200;0,290800;0,748200;0,523400;4197872,530000;2107760,130000;101737,590000;5037451,620000;0,000000;0,000000;0,000000;3,410000;2,980000;3,090000;2,760000;2,380000;321,050000;79,890000
2008;13;0,001903;2,885714;0,000000;110334,000000;31350,000000;33497,000000;7610,000000;20,000000;7610,000000;30256,000000;31472,000000;0,800000;0,002600;10,990000;0,968300;0,002100;0,968300;0,904900;3856024,520000;2930259,760000;0,040000;7503825,440000;185697,000000;;;0,490000;0,450000;0,510000;0,390000;0,490000;107,130000;110,570000
2009;13;0,001701;2,989418;0,010582;111095,000000;32050,000000;37201,000000;8658,000000;24,000000;8658,000000;32224,000000;32159,000000;0,933500;0,002800;10,960000;0,950000;0,002600;0,950000;0,887800;3953413,000000;3040269,000000;424139,000000;7659992,000000;0,000000;0,000000;0,000000;0,430000;0,390000;0,430000;0,350000;0,430000;104,530000;109,530000
