ano;id;prop_intern_pop;prop_dias_perm_intern;prop_obitos;pop_total;qntd_lig_ativa_esg;qntd_econ_ativa_esg;vol_esg_coletado;vol_esg_tratado;vol_esg_fat;qntd_res_ativ_esg;qntd_lig_total_esg;ind_coleta_esg;ind_trata_esg;ext_rede_esg_lig;ind_atend_esg_mun_atend_agua;ind_esg_trat_agua_cons;ind_atend_esg_mun_esg;ind_atend_esg_mun_agua;rec_oper_dir_agua;rec_oper_dir_esg;rec_oper_indireta;desp_explor;inv_esg_sanit_prest_serv;inv_realiz_esg_sanit_mun;inv_realiz_esg_estado;desp_total_serv_m3_fat;tarifa_med_prat;tar_media_agua;tar_media_esg;desp_explor_m3_fat;desp_explor_econ;margem_desp_explor
2010;26;0,003223;3,318182;0,000000;13653,000000;;;;;;;;0,000000;0,000000;;0,000000;0,000000;0,000000;0,000000;1900873,950000;;45790,920000;1393144,100000;0,000000;0,000000;0,000000;2,780000;2,690000;2,690000;;1,970000;266,530000;73,290000
2011;26;0,001458;3,400000;0,000000;13720,000000;;;;;;;;0,000000;0,000000;;0,000000;0,000000;0,000000;0,000000;2048309,750000;;20198,240000;1417326,130000;0,000000;;;2,870000;2,810000;2,810000;;1,940000;264,820000;69,190000
2012;26;0,001669;3,913043;0,000000;13783,000000;9713,000000;;1166,000000;0,000000;0,000000;;9750,000000;1,767000;0,000000;9,950000;0,742600;0,000000;0,742600;0,704700;2102269,470000;40000,000000;36060,070000;1547324,060000;0,000000;8030,000000;;3,430000;2,940000;2,890000;;2,130000;;72,230000
2013;26;0,001472;3,333333;0,000000;14268,000000;9713,000000;;1166,000000;0,000000;0,000000;;9750,000000;1,000000;0,000000;9,950000;0,717300;0,000000;0,717300;0,680800;2186045,190000;53389,600000;36447,660000;1670289,730000;0,000000;8030,000000;0,000000;3,380000;3,050000;2,970000;;2,270000;;74,590000
2014;26;0,000418;2,333333;0,000000;14342,000000;9748,000000;;1172,000000;0,000000;0,000000;;9760,000000;1,000000;0,000000;9,970000;0,728800;0,000000;0,728800;0,691700;2386858,050000;54991,000000;23020,900000;1838514,060000;0,000000;8271,000000;0,000000;3,610000;3,230000;3,150000;;2,430000;;75,290000
2008;27;0,001203;3,297872;0,000000;39082,000000;9734,000000;10323,000000;1409,690000;0,000000;1375,500000;9987,000000;10669,000000;0,802800;0,000000;14,340000;1,000000;0,000000;1,000000;0,882100;1959623,550000;1130264,670000;194073,990000;2645618,920000;49894,960000;;;0,730000;0,840000;0,850000;0,820000;0,720000;127,750000;85,620000
2009;27;0,001019;2,625000;0,000000;39254,000000;10097,000000;10679,000000;1552,000000;0,000000;1396,000000;10306,000000;11042,000000;0,800400;0,000000;14,040000;1,000000;0,000000;1,000000;0,900300;2142677,000000;1135164,000000;301535,000000;2796812,000000;166794,000000;68402,000000;;0,710000;0,830000;0,840000;0,810000;0,710000;131,440000;85,320000
2010;27;0,001090;3,452381;0,000000;38516,000000;10453,000000;11034,000000;1517,000000;0,000000;1966,000000;10634,000000;11388,000000;0,800100;0,000000;13,660000;1,000000;0,000000;1,000000;0,835800;2395710,580000;1395182,660000;314800,310000;3311934,180000;307693,110000;59993,820000;;0,750000;0,860000;0,970000;0,710000;0,750000;150,830000;87,370000
2011;27;0,001113;2,651163;0,000000;38627,000000;10766,000000;11351,000000;1564,730000;0,000000;1519,560000;10921,000000;11675,000000;0,800000;0,000000;13,430000;1,000000;0,000000;1,000000;0,835800;2587969,500000;1501374,440000;336886,080000;3561929,190000;360732,280000;235814,780000;;0,880000;1,010000;1,020000;0,990000;0,880000;157,280000;87,100000
2012;27;0,001213;2,638298;0,000000;38734,000000;11182,000000;11800,000000;1623,930000;0,000000;1578,570000;11303,000000;12051,000000;0,800000;0,000000;13,260000;1,000000;0,000000;1,000000;0,835800;2783857,960000;1615320,600000;334411,330000;3999336,160000;169277,260000;0,000000;;0,950000;1,050000;1,060000;1,020000;0,950000;170,740000;90,910000
2013;27;0,000725;3,517241;0,000000;40018,000000;11515,000000;12250,000000;1659,730000;0,000000;1654,590000;11450,000000;12420,000000;0,799600;0,000000;12,930000;1,000000;0,000000;1,000000;0,835800;3034023,720000;1758027,510000;325173,970000;4763549,320000;86821,450000;0,000000;;1,090000;1,100000;1,120000;1,060000;1,090000;195,740000;99,410000
2014;27;0,000797;3,093750;0,031250;40155,000000;11883,000000;12690,000000;1717,610000;1717,610000;1679,030000;11762,000000;12851,000000;0,799700;1,000000;12,550000;1,000000;0,799700;1,000000;0,835800;3331992,760000;1929125,860000;511986,860000;5225007,410000;245600,180000;0,000000;;1,170000;1,180000;1,190000;1,150000;1,170000;206,970000;99,310000
2008;28;0,000929;3,674419;0,000000;46306,000000;8769,000000;9667,000000;1265,000000;0,000000;;9052,000000;9861,000000;0,744100;0,000000;12,720000;0,891500;0,000000;0,891500;0,741800;2099408,040000;1504270,770000;0,000000;2571901,170000;60656,000000;;;;;1,050000;;;131,960000;71,370000
2009;28;0,001416;2,984848;0,045455;46624,000000;8895,000000;9710,000000;1270,000000;0,000000;;9086,000000;10110,000000;0,747100;0,000000;12,490000;0,892100;0,000000;0,892100;0,742100;2165366,000000;1553929,000000;168771,000000;2502336,000000;201291,000000;;;;;1,090000;;;122,620000;67,280000
2010;28;0,001800;2,821429;0,000000;46654,000000;9355,000000;10135,000000;1360,000000;;;9508,000000;10445,000000;0,786100;0,000000;12,360000;0,897500;0,000000;0,897500;0,747000;2380385,110000;1700336,770000;97881,640000;3138853,370000;515063,950000;;;;;1,070000;;;150,140000;76,920000
2011;28;0,000639;3,833333;0,000000;46950,000000;9683,000000;10473,000000;1400,000000;0,000000;1462,210000;9828,000000;10771,000000;0,712500;0,000000;12,090000;0,896000;0,000000;0,896000;0,745500;2424739,340000;1730587,090000;95141,670000;3406075,110000;114003,370000;0,000000;;0,910000;1,110000;1,060000;1,180000;0,910000;156,920000;81,970000
2012;28;0,000804;3,473684;0,000000;47236,000000;10216,000000;11003,000000;1449,000000;0,000000;1733,570000;10356,000000;11245,000000;0,735500;0,000000;11,810000;0,918600;0,000000;0,918600;0,762100;2541709,350000;1816145,440000;118971,760000;3529423,830000;65701,520000;0,000000;0,000000;0,860000;1,060000;1,070000;1,050000;0,860000;156,310000;80,990000
2013;28;0,000449;2,818182;0,000000;48974,000000;10603,000000;11443,000000;1013,920000;0,000000;1821,180000;10765,000000;11626,000000;0,564000;0,000000;11,500000;0,929200;0,000000;0,929200;0,769800;2480303,770000;1801700,070000;534891,780000;4079037,370000;80158,540000;0,000000;0,000000;1,060000;0,990000;1,000000;0,990000;0,950000;173,340000;95,260000
2014;28;0,001095;3,425926;0,000000;49293,000000;10781,000000;11666,000000;1319,000000;0,000000;1888,280000;10967,000000;12030,000000;0,719800;0,000000;11,140000;0,931000;0,000000;0,931000;0,768900;3057804,240000;2221063,360000;161655,620000;5132254,040000;36990,000000;0,000000;0,000000;1,160000;1,190000;1,200000;1,180000;1,160000;212,290000;97,220000
2008;29;0,001139;3,860000;0,000000;43898,000000;13753,000000;15249,000000;1631,320000;0,000000;2251,810000;13438,000000;13805,000000;0,729200;0,000000;12,180000;1,000000;0,000000;1,000000;1,000000;6014720,800000;2742244,160000;189077,810000;5501431,190000;0,000000;;;1,830000;1,890000;2,540000;1,220000;1,190000;176,150000;62,820000
2009;29;0,000339;4,666667;0,066667;44265,000000;14266,000000;15879,000000;1664,540000;0,000000;2306,090000;13972,000000;14316,000000;0,738200;0,000000;11,920000;1,000000;0,000000;1,000000;1,000000;6474573,040000;2844330,860000;215931,430000;6180180,630000;599824,000000;0,000000;0,000000;1,920000;1,980000;2,700000;1,230000;1,310000;191,040000;66,320000
2010;29;0,000811;4,810811;0,000000;45624,000000;14842,000000;16469,000000;1732,190000;0,000000;2397,120000;14491,000000;14842,000000;0,735400;0,000000;11,620000;1,000000;0,000000;1,000000;0,941700;6982730,030000;3051452,120000;212212,820000;6628856,730000;943719,000000;0,000000;0,000000;2,090000;2,050000;2,780000;1,270000;1,350000;197,230000;66,060000
2011;29;0,000630;3,379310;0,034483;46061,000000;15380,000000;16979,000000;1799,960000;0,000000;2475,500000;14916,000000;15380,000000;0,736100;0,000000;11,370000;1,000000;0,000000;1,000000;0,941700;7327210,850000;3182651,340000;113141,270000;6979653,390000;0,000000;;;2,010000;2,070000;2,810000;1,290000;1,370000;200,690000;66,410000
2012;29;0,000452;3,380952;0,000000;46482,000000;16100,000000;17602,000000;1827,720000;0,000000;2540,560000;15468,000000;16100,000000;0,735500;0,000000;11,100000;1,000000;0,000000;1,000000;0,941700;7790995,800000;3662557,360000;161297,590000;7498310,480000;0,000000;;;2,280000;2,200000;2,920000;1,440000;1,440000;208,510000;65,470000
2013;29;0,000331;3,687500;0,000000;48350,000000;16666,000000;18084,000000;1845,560000;0,000000;2569,670000;15936,000000;16666,000000;0,735700;0,000000;10,840000;1,000000;0,000000;1,000000;0,941700;8202704,720000;3968502,810000;182583,330000;8604024,210000;802179,000000;0,000000;0,000000;2,290000;2,310000;3,030000;1,540000;1,630000;231,810000;70,690000
2014;29;0,000246;2,583333;0,000000;48802,000000;17349,000000;18776,000000;1837,470000;948,280000;2565,370000;16552,000000;17349,000000;0,738000;0,516100;10,900000;1,000000;0,380900;1,000000;0,941700;8572580,110000;5649760,800000;132771,140000;9361732,680000;792946,000000;0,000000;0,000000;2,470000;2,690000;3,160000;2,200000;1,770000;244,440000;65,820000
2008;30;0,000958;3,058824;0,000000;17750,000000;4581,000000;5210,000000;427,980000;427,980000;665,200000;4805,000000;4971,000000;0,739300;1,000000;12,510000;0,860000;0,739300;0,860000;0,765400;1161165,640000;1113012,870000;0,000000;1416749,320000;0,000000;;;1,370000;1,520000;1,400000;1,670000;0,950000;131,250000;62,300000
2009;30;0,000505;3,666667;0,000000;17805,000000;4596,000000;5241,000000;479,000000;479,000000;745,000000;4816,000000;5007,000000;0,743800;1,000000;12,650000;0,900200;0,743800;0,900200;0,801100;1204219,000000;1156995,000000;0,000000;1544998,000000;0,000000;;;1,340000;1,480000;1,410000;1,550000;0,970000;141,950000;65,430000
2010;30;0,000696;2,500000;0,000000;17243,000000;4832,000000;5276,000000;649,000000;649,000000;649,000000;4956,000000;5284,000000;0,995400;1,000000;12,540000;0,926700;0,995400;0,926700;0,832500;1608459,660000;1181017,850000;0,000000;1969207,000000;0,000000;0,000000;0,000000;1,710000;1,850000;1,870000;1,820000;1,300000;178,480000;70,590000
2011;30;0,001217;3,333333;0,095238;17257,000000;;;;;;;;0,000000;0,000000;;0,000000;0,000000;0,000000;0,000000;;;;;;;;;;;;;;
2012;30;0,000753;2,461538;0,000000;17271,000000;5113,000000;5804,000000;532,940000;432,940000;429,320000;5306,000000;5599,000000;0,800100;0,812400;12,320000;0,980000;0,650000;0,980000;0,879000;2273628,820000;1146900,050000;0,000000;2420334,250000;0,000000;0,000000;0,000000;2,570000;2,900000;3,030000;2,670000;2,050000;191,890000;70,760000
2013;30;0,000393;2,857143;0,000000;17805,000000;;;;;;;;0,000000;0,000000;;0,000000;0,000000;0,000000;0,000000;;;;;;;;;;;;;;
2014;30;0,000561;2,600000;0,000000;17832,000000;;;;;;;;0,000000;0,000000;;0,000000;0,000000;0,000000;0,000000;;;;;;;;;;;;;;
2008;31;0,001427;3,045455;0,000000;15420,000000;4260,000000;4579,000000;399,660000;26,440000;551,380000;4056,000000;4277,000000;0,772100;0,066200;8,890000;1,000000;0,051100;1,000000;0,847500;1343637,490000;648999,460000;44684,950000;1214688,380000;0,000000;;;1,780000;1,780000;2,380000;1,180000;1,090000;135,120000;60,960000
2009;31;0,000645;3,000000;0,000000;15507,000000;4308,000000;4640,000000;408,000000;29,550000;565,520000;4098,000000;4334,000000;0,784000;0,072400;8,630000;1,000000;0,056800;1,000000;0,853300;1439313,900000;869767,160000;49297,930000;1336558,290000;31676,000000;0,000000;0,000000;1,810000;2,030000;2,520000;1,540000;1,180000;144,650000;57,880000
2010;31;0,000351;3,333333;0,000000;17118,000000;4452,000000;4755,000000;422,530000;31,750000;582,160000;4233,000000;4452,000000;0,778100;0,075100;8,620000;0,990500;0,058500;0,990500;0,793800;1547411,880000;669237,210000;43556,010000;1469879,230000;0,000000;0,000000;0,000000;2,010000;1,880000;2,590000;1,150000;1,250000;155,300000;66,310000
2011;31;0,000808;2,785714;0,000000;17324,000000;4575,000000;4888,000000;430,580000;31,830000;594,760000;4356,000000;4575,000000;0,778700;0,073900;8,550000;1,000000;0,057600;1,000000;0,801400;1584872,750000;684085,360000;16325,780000;1607237,350000;497514,000000;;;2,000000;1,880000;2,590000;1,150000;1,330000;165,480000;70,840000
2012;31;0,000799;2,571429;0,000000;17523,000000;4724,000000;5053,000000;435,770000;11,770000;601,950000;4500,000000;4724,000000;0,773100;0,027000;8,300000;1,000000;0,020900;1,000000;0,801400;1658284,170000;764702,830000;29075,510000;1683707,020000;1507235,000000;;;2,450000;1,980000;2,660000;1,270000;1,370000;167,990000;69,490000
2013;31;0,000274;3,400000;0,200000;18271,000000;4881,000000;5214,000000;441,700000;7,780000;613,770000;4627,000000;4881,000000;0,775700;0,017600;8,130000;1,000000;0,013700;1,000000;0,801400;1759175,220000;844277,290000;39084,800000;1833620,090000;414884,000000;0,000000;0,000000;2,230000;2,090000;2,780000;1,380000;1,470000;176,940000;70,430000
2014;31;0,000000;0,000000;0,000000;18481,000000;4991,000000;5318,000000;440,280000;440,280000;612,900000;4719,000000;4991,000000;0,775400;1,000000;8,020000;1,000000;0,775400;1,000000;0,801400;1833048,650000;1272187,310000;23669,300000;2021878,400000;74505,000000;0,000000;0,000000;2,480000;2,490000;2,890000;2,080000;1,620000;190,270000;65,110000
2008;32;0,001047;3,500000;0,000000;15284,000000;3012,000000;3349,000000;54,900000;0,000000;38,960000;2941,000000;3016,000000;0,096500;0,000000;7,680000;0,888300;0,000000;0,888300;0,645100;1531546,920000;61436,430000;43772,420000;1134328,760000;805415,000000;;;2,300000;2,420000;2,470000;1,580000;1,720000;141,330000;71,210000
2009;32;0,000981;3,133333;0,000000;15289,000000;2963,000000;3288,000000;311,160000;0,000000;410,320000;2883,000000;3036,000000;0,556400;0,000000;7,660000;0,892500;0,000000;0,892500;0,648100;1576344,370000;577291,590000;56962,960000;1598238,750000;0,000000;0,000000;0,000000;2,040000;2,110000;2,580000;1,410000;1,560000;197,860000;74,210000
2010;32;0,000603;3,666667;0,000000;14920,000000;3127,000000;3452,000000;314,940000;0,000000;388,460000;3022,000000;3127,000000;0,561800;0,000000;7,560000;0,890700;0,000000;0,890700;0,678600;1641734,310000;465579,260000;52360,720000;1781340,960000;0,000000;0,000000;0,000000;2,410000;2,100000;2,680000;1,200000;1,780000;217,370000;84,530000
2011;32;0,001006;2,733333;0,000000;14907,000000;3219,000000;3521,000000;326,380000;0,000000;413,070000;3087,000000;3219,000000;0,562700;0,000000;7,400000;0,910600;0,000000;0,910600;0,693700;1712539,430000;502079,380000;30045,600000;1980079,790000;0,000000;;;2,420000;2,110000;2,690000;1,220000;1,890000;235,810000;89,410000
2012;32;0,001746;4,346154;0,000000;14893,000000;3367,000000;3665,000000;338,700000;0,000000;430,490000;3196,000000;3367,000000;0,567300;0,000000;7,170000;0,943800;0,000000;0,943800;0,718900;1795855,140000;612787,030000;43768,450000;2105758,100000;0,000000;;;2,670000;2,220000;2,750000;1,420000;1,940000;244,100000;87,430000
2013;32;0,001892;4,827586;0,034483;15326,000000;3454,000000;3746,000000;344,420000;0,000000;440,380000;3268,000000;3454,000000;0,574900;0,000000;7,060000;0,937700;0,000000;0,937700;0,714300;1866116,890000;621650,870000;43382,740000;2282376,440000;9773,000000;0,000000;0,000000;2,640000;2,260000;2,830000;1,410000;2,070000;257,650000;91,740000
2014;32;0,001370;3,380952;0,000000;15325,000000;3528,000000;3815,000000;343,700000;0,000000;465,560000;3310,000000;3528,000000;0,574700;0,000000;7,020000;0,949800;0,000000;0,949800;0,723600;1970716,830000;445726,980000;38220,130000;2308036,890000;0,000000;0,000000;0,000000;2,710000;2,140000;2,980000;0,960000;2,050000;255,920000;95,510000
2008;33;0,003968;6,000000;0,007813;32262,000000;5031,000000;5274,000000;445,610000;0,000000;630,740000;4715,000000;5118,000000;0,680100;0,000000;9,610000;0,935200;0,000000;0,935200;0,565100;1785567,730000;736427,120000;77362,770000;2137945,060000;37414,000000;;;2,220000;1,870000;2,490000;1,170000;1,590000;201,280000;84,770000
2009;33;0,003545;4,617391;0,000000;32438,000000;4988,000000;5204,000000;462,450000;0,000000;662,790000;4624,000000;5002,000000;0,711600;0,000000;9,340000;0,898700;0,000000;0,898700;0,543100;1887747,650000;763229,730000;81661,820000;2405705,080000;26792,000000;0,000000;0,000000;2,340000;1,910000;2,620000;1,150000;1,740000;217,580000;90,750000
2010;33;0,005382;5,511905;0,000000;31213,000000;5134,000000;5367,000000;468,210000;0,000000;669,920000;4739,000000;5134,000000;0,680400;0,000000;9,530000;0,871000;0,000000;0,871000;0,576900;2071165,610000;821732,820000;91910,050000;2822170,700000;0,000000;0,000000;0,000000;2,720000;2,020000;2,730000;1,230000;1,970000;247,680000;97,560000
2011;33;0,004379;3,883212;0,000000;31286,000000;5348,000000;5533,000000;484,160000;5,680000;696,030000;4896,000000;5348,000000;0,668500;0,011700;9,300000;0,897800;0,007800;0,897800;0,594700;2188066,460000;854848,810000;43584,340000;2930318,230000;4169,000000;;;2,600000;2,030000;2,730000;1,230000;1,960000;247,440000;96,300000
2012;33;0,001403;4,909091;0,000000;31356,000000;5594,000000;5803,000000;512,780000;0,880000;726,180000;5101,000000;5594,000000;0,663000;0,001700;9,620000;0,933300;0,001100;0,933300;0,618200;2317590,590000;971746,290000;68725,920000;3245001,500000;1540739,000000;;;2,890000;2,090000;2,740000;1,340000;2,070000;263,210000;98,650000
2013;33;0,000371;5,166667;0,166667;32378,000000;5767,000000;6001,000000;537,300000;0,000000;759,700000;5250,000000;5767,000000;0,667700;0,000000;9,920000;0,930200;0,000000;0,930200;0,616200;2558331,400000;1105940,960000;75214,720000;3712350,220000;345084,000000;0,000000;0,000000;2,900000;2,230000;2,900000;1,460000;2,260000;289,440000;101,310000
2014;33;0,000277;4,777778;0,000000;32473,000000;6068,000000;6276,000000;533,410000;533,410000;765,960000;5490,000000;6068,000000;0,667600;1,000000;9,660000;0,969900;0,667600;0,969900;0,642400;2634056,860000;1908828,870000;61896,040000;4235740,030000;0,000000;0,000000;0,000000;3,370000;2,740000;2,950000;2,490000;2,550000;316,790000;93,240000
2008;34;0,001081;3,500000;0,000000;14807,000000;;;;;;;;0,000000;0,000000;;0,000000;0,000000;0,000000;0,000000;1203906,780000;;32123,170000;865080,470000;0,000000;;;2,510000;2,520000;2,520000;;1,810000;239,340000;71,860000
2009;34;0,000339;2,600000;0,000000;14756,000000;;;;;;;;0,000000;0,000000;;0,000000;0,000000;0,000000;0,000000;1297063,560000;;40519,590000;949420,420000;0,000000;0,000000;0,000000;2,610000;2,650000;2,650000;;1,940000;254,400000;73,200000
2010;34;0,000136;3,000000;0,000000;14661,000000;6500,000000;6500,000000;;0,000000;0,000000;6500,000000;6500,000000;0,000000;0,000000;9,150000;0,950400;0,000000;0,950400;0,973300;1349575,500000;0,000000;37892,080000;1094409,820000;84410,000000;0,000000;0,000000;2,870000;2,610000;2,610000;;2,110000;105,320000;81,090000
2011;34;0,000000;0,000000;0,000000;14623,000000;6570,000000;6570,000000;530,000000;0,000000;0,000000;6200,000000;7100,000000;1,094900;0,000000;9,170000;0,977000;0,000000;0,977000;0,988900;1433874,680000;0,000000;20334,350000;1203809,260000;0,000000;27560,620000;0,000000;2,900000;2,680000;2,680000;;2,250000;114,070000;83,950000
2012;34;0,000069;2,000000;0,000000;14585,000000;6600,000000;7000,000000;530,000000;0,000000;0,000000;6300,000000;7150,000000;1,066900;0,000000;9,280000;1,000000;0,000000;1,000000;1,000000;1522273,990000;0,000000;31807,560000;1288218,190000;0,000000;57000,000000;0,000000;3,230000;2,780000;2,780000;;2,350000;117,530000;84,620000
2013;34;0,000067;8,000000;0,000000;14982,000000;4270,000000;4400,000000;530,000000;0,000000;0,000000;4380,000000;4370,000000;1,000000;0,000000;11,630000;0,979700;0,000000;0,979700;0,973500;1595585,160000;0,000000;35679,720000;1402732,120000;0,000000;0,000000;0,000000;3,210000;2,840000;2,840000;;2,490000;139,920000;87,910000
2014;34;0,000067;4,000000;0,000000;14957,000000;4270,000000;4400,000000;530,000000;0,000000;0,000000;4380,000000;4370,000000;1,000000;0,000000;15,560000;0,981400;0,000000;0,981400;0,668600;1698620,900000;0,000000;30192,430000;1510207,470000;0,000000;50000,000000;0,000000;3,450000;2,950000;2,950000;;2,630000;170,160000;88,910000
2008;35;0,000742;2,920000;0,000000;33693,000000;5857,000000;6427,000000;398,390000;225,500000;569,730000;5727,000000;5863,000000;0,341200;0,566000;2,640000;0,721100;0,193100;0,721100;0,600400;3354467,290000;877408,900000;73514,330000;2702221,470000;3273885,000000;;;2,240000;2,370000;2,760000;1,540000;1,510000;254,410000;63,850000
2009;35;0,000552;2,368421;0,000000;34391,000000;5998,000000;6539,000000;818,080000;231,280000;1094,890000;5821,000000;6009,000000;0,695500;0,282700;1,430000;0,718800;0,196600;0,718800;0,598500;3606290,660000;1513457,780000;76293,510000;3096075,210000;7194761,000000;0,000000;0,000000;2,000000;2,210000;2,940000;1,380000;1,330000;224,120000;60,470000
2010;35;0,000353;2,000000;0,000000;33973,000000;6186,000000;6711,000000;853,370000;189,630000;1147,510000;5977,000000;6186,000000;0,692900;0,222200;1,390000;0,736600;0,154000;0,736600;0,621100;3900791,080000;1625316,350000;89871,770000;3485522,450000;5021903,000000;0,000000;0,000000;2,210000;2,270000;3,020000;1,420000;1,430000;245,870000;63,070000
2011;35;0,000463;2,062500;0,000000;34538,000000;6387,000000;6915,000000;901,010000;195,380000;1184,880000;6124,000000;6387,000000;0,686500;0,216800;4,530000;0,742400;0,148900;0,742400;0,625900;4157967,190000;1713657,600000;51580,410000;3314283,910000;810223,000000;;;1,990000;2,330000;3,110000;1,450000;1,310000;225,580000;56,450000
2012;35;0,000371;2,461538;0,000000;35085,000000;6499,000000;7053,000000;897,820000;193,050000;1193,920000;6240,000000;6499,000000;0,654300;0,215000;6,370000;0,744700;0,140700;0,744700;0,627800;4559526,080000;1881512,810000;63744,700000;3220723,550000;567691,000000;;;2,130000;2,470000;3,230000;1,580000;1,240000;210,310000;50,000000
2013;35;0,000517;4,263158;0,000000;36748,000000;6957,000000;7509,000000;913,600000;201,990000;1073,970000;6651,000000;6957,000000;0,651500;0,221100;4,990000;0,757800;0,144000;0,757800;0,638900;5065633,470000;1839614,720000;79631,160000;3802540,800000;7328,000000;0,000000;0,000000;2,180000;2,700000;3,420000;1,710000;1,490000;237,440000;55,070000
2014;35;0,000134;2,000000;0,000000;37314,000000;7136,000000;7644,000000;942,530000;271,590000;1263,000000;6799,000000;7136,000000;0,661500;0,288100;8,500000;0,762900;0,190600;0,762900;0,643200;5368821,070000;2208141,900000;58192,630000;4955417,760000;380,000000;0,000000;0,000000;2,520000;2,730000;3,550000;1,750000;1,780000;298,650000;65,400000
2008;36;0,007861;2,590909;0,022727;11195,000000;2068,000000;2139,000000;199,310000;199,310000;268,890000;1910,000000;2074,000000;0,749700;1,000000;15,390000;1,000000;0,749700;1,000000;0,571600;717033,000000;329634,590000;20320,730000;853148,750000;0,000000;;;2,130000;1,880000;2,480000;1,230000;1,530000;199,330000;81,510000
2009;36;0,002141;2,833333;0,000000;11212,000000;2091,000000;2161,000000;201,850000;200,880000;278,150000;1924,000000;2101,000000;0,769900;0,995200;15,090000;1,000000;0,766200;1,000000;0,576200;760370,800000;464725,580000;21151,800000;936477,760000;0,000000;0,000000;0,000000;2,230000;2,160000;2,640000;1,670000;1,650000;213,830000;76,440000
2010;36;0,000734;3,250000;0,000000;10892,000000;2163,000000;2219,000000;219,740000;216,950000;293,900000;1972,000000;2163,000000;0,762600;0,987300;14,930000;1,000000;0,752900;1,000000;0,520900;839605,240000;353743,070000;24776,660000;1049130,360000;0,000000;0,000000;0,000000;2,440000;1,980000;2,730000;1,200000;1,740000;234,470000;87,910000
2011;36;0,001194;3,230769;0,000000;10889,000000;2200,000000;2262,000000;208,810000;208,810000;289,700000;2005,000000;2200,000000;0,761000;1,000000;14,620000;1,000000;0,761000;1,000000;0,520900;868774,010000;520116,280000;10936,810000;1031092,370000;0,000000;;;2,430000;2,340000;2,870000;1,800000;1,740000;225,200000;74,240000
2012;36;0,003583;3,461538;0,000000;10886,000000;2213,000000;2274,000000;213,890000;209,460000;282,260000;2018,000000;2213,000000;0,754500;0,979300;14,480000;1,000000;0,738800;1,000000;0,520900;911656,690000;662438,290000;17492,380000;1180284,840000;0,000000;;;3,160000;2,670000;2,960000;2,350000;2,000000;254,180000;74,980000
2013;36;0,002676;4,000000;0,000000;11211,000000;2231,000000;2305,000000;208,420000;150,390000;281,110000;2039,000000;2231,000000;0,757500;0,721600;14,380000;1,000000;0,546600;1,000000;0,520900;885717,630000;695623,700000;17454,590000;1265986,990000;0,000000;0,000000;0,000000;3,000000;2,700000;2,910000;2,470000;2,160000;269,440000;80,060000
2014;36;0,003477;3,025641;0,000000;11217,000000;2283,000000;2351,000000;208,010000;208,010000;281,210000;2082,000000;2283,000000;0,758200;1,000000;14,220000;1,000000;0,758200;1,000000;0,520900;932719,160000;724441,940000;11915,230000;1414751,480000;0,000000;0,000000;0,000000;3,340000;2,830000;3,060000;2,580000;2,410000;296,280000;85,370000
2008;37;0,006505;3,765517;0,013793;22290,000000;;;;;;;;0,000000;0,000000;;0,000000;0,000000;0,000000;0,000000;1536623,960000;;58106,940000;1136871,280000;0,000000;;;2,320000;2,410000;2,410000;;1,780000;222,610000;73,990000
2009;37;0,002448;3,818182;0,000000;22465,000000;;;;;;;;0,000000;0,000000;;0,000000;0,000000;0,000000;0,000000;1617095,550000;;64571,750000;1238345,560000;0,000000;0,000000;0,000000;2,440000;2,510000;2,510000;;1,920000;235,200000;76,580000
2010;37;0,002023;4,065217;0,021739;22737,000000;985,000000;1145,000000;44,140000;0,000000;69,630000;869,000000;985,000000;0,067200;0,000000;19,250000;0,187800;0,000000;0,187800;0,133000;1788534,210000;107572,210000;62858,770000;1497232,400000;0,000000;0,000000;0,000000;2,580000;2,440000;2,530000;1,540000;1,930000;227,110000;78,960000
2011;37;0,001440;6,424242;0,000000;22917,000000;1565,000000;1753,000000;122,600000;0,000000;199,340000;1447,000000;1565,000000;0,185500;0,000000;14,870000;0,310300;0,000000;0,310300;0,219700;1898893,960000;265319,920000;28129,090000;1798478,040000;1800000,000000;;;2,610000;2,350000;2,630000;1,330000;1,950000;252,240000;83,100000
2012;37;0,001516;3,314286;0,000000;23091,000000;1742,000000;1927,000000;167,110000;0,000000;258,060000;1612,000000;1742,000000;0,230500;0,000000;12,040000;0,343100;0,000000;0,343100;0,243000;2130386,310000;368586,020000;68183,760000;1990522,960000;0,000000;;;2,840000;2,400000;2,720000;1,430000;1,910000;255,930000;79,650000
2013;37;0,002085;3,400000;0,000000;23979,000000;1899,000000;2090,000000;176,850000;0,000000;271,910000;1757,000000;1899,000000;0,240500;0,000000;11,490000;0,360100;0,000000;0,360100;0,255000;2254811,550000;412708,740000;92924,780000;2333191,970000;0,000000;0,000000;0,000000;2,890000;2,490000;2,820000;1,520000;2,180000;284,170000;87,470000
2014;37;0,002938;3,507042;0,014085;24169,000000;2010,000000;2196,000000;191,940000;0,000000;288,180000;1860,000000;2010,000000;0,242000;0,000000;10,760000;0,378200;0,000000;0,378200;0,267800;2593237,120000;452248,830000;72550,530000;2469256,740000;0,000000;0,000000;0,000000;2,890000;2,640000;2,990000;1,570000;2,140000;282,070000;81,080000
