Ano;Id;Prop Inter / Total Pop;Prop Dias Perm / Internações;Prop de Óbitos / Inter;POP_TOT - População total do município do ano de referência (Fonte: IBGE):;% POP_TOT atendida com ES;IDHM;PIB per Capita série revisada;ES002 - Quantidade de ligações ativas de esgotos;ES005 - Volume de esgotos coletado;ES006 - Volume de esgotos tratado;IN015_AE - Índice de coleta de esgoto;IN016_AE - Índice de tratamento de esgoto;IN046_AE - Índice de esgoto tratado referido à água consumida;IN056_AE - Índice de atendimento total de esgoto referido aos municípios atendidos com água
2009;153;0,007759959;2,933333333;0,016666667;15464;0,630043973;0,442;4401,65;2774;262,76;0;0,6751;0;0;0,63
2010;153;0,005220534;3,41025641;0,076923077;14941;0,669901613;0,587;4385,86;2862;270,56;98,5;0,6887;0,3641;0,2507;0,6699
2011;153;0,002404649;2,805555556;0;14971;0,682853517;0,587;4825,98;2932;264,88;264,88;0,6922;1;0,6922;0,6829
2012;153;0,0032;2,895833333;0,020833333;15000;0,6876;0,587;5477,08;2980;277,66;277,66;0,6558;1;0,6558;0,6876
2013;153;0,002648066;3,073170732;0,024390244;15483;0,677194342;0,587;5923,43;3015;279,6;168,87;0,6406;0,604;0,3869;0,6772
2014;153;0,001288411;4,15;0,05;15523;0,687560394;0,587;6672,03;3108;281,88;97,9;0,6506;0,3473;0,226;0,6876
2008;154;0,000643639;3,9375;0,020833333;74576;0,966141922;0,672;19260,33;19110;3345,71;0;0,8;0;0;0,9661
2009;154;0,000464684;3,057142857;0,028571429;75320;0,956598513;0,672;17472,81;19445;;0;;;0;0,9566
2010;154;0,000842277;4,532258065;0,048387097;73610;0,995476158;0,758;23104,11;19663;;;;;;0,9955
2011;154;0,000377654;4,392857143;0,035714286;74142;0,998084756;0,758;26882,22;20123;4661;0;1;0;0;0,9981
2012;154;0,000575983;5,255813953;0,023255814;74655;0,995472507;0,758;26703,59;20470;5546,8;0;1;0;0;0,9955
2013;154;0,000387227;3,566666667;0,066666667;77474;1;0,758;28221,75;20895;10641,34;0;1;0;0;1
2014;154;0,000345976;6,740740741;0,037037037;78040;1;0,758;30392,63;21420;7344,46;0;1;0;0;1
2008;155;0,001159834;3,5;0;44834;0,656042289;0,581;11848,68;9101;1006,86;0;0,6618;0;0;0,656
2009;155;0,001085271;4,12244898;0;45150;0,696190476;0,581;11409,87;9671;1054,47;0;0,6752;0;0;0,6962
2010;155;0,00077331;4,142857143;0;45260;0,711931065;0,697;13633,13;10097;1116,71;291,34;0,6845;0,2609;0,1786;0,7119
2011;155;0,000351193;4,4375;0;45559;0,778375294;0,697;17463,77;11259;1145,4;986,39;0,693;0,8612;0,5968;0,7784
2012;155;0,000392602;3,388888889;0;45848;0,777503926;0,697;18101,55;11414;1199,32;1199,32;0,7111;1;0,7111;0,7775
2013;155;0,00067299;4,0625;0;47549;0,812214768;0,697;20143,85;12386;1239,55;1239,55;0,7214;1;0,7214;0,8122
2014;155;0,001295174;3,790322581;0;47870;0,812220597;0,697;22592,12;12921;1262,59;1262,59;0,7296;1;0,7296;0,8122
2008;156;0,00393217;5,375;0;4069;0;0,525;6443,49;;;;;;;
2009;156;0,002447381;4,3;0;4086;0;0,525;6836,35;;;;;;;
2010;156;0,001393728;3,166666667;0;4305;0;0,637;6686,17;;;;;;;
2011;156;0,001382807;4;0;4339;0;0,637;7058,8;;;;;;;
2012;156;0,000686342;4,333333333;0;4371;0,12582933;0,637;7478,32;200;120;0;0,993;0;0;0,1258
2013;156;0;0;0;4538;0,121198766;0,637;10182,88;200;100;0;0,8344;0;0;0,1212
2014;156;0;0;0;4573;0,120271157;0,637;9581,65;200;100;0;0,8666;0;0;0,1203
2008;157;0,006780266;2,263157895;0;11209;0;0,479;3693,23;;;;;;;
2009;157;0,005998059;3,102941176;0;11337;0;0,479;3971,21;;;;;;;
2010;157;0,007361488;2,881578947;0;10324;0;0,628;4152,44;;;;;;;
2011;157;0,010907336;3,371681416;0,008849558;10360;0;0,628;4666,22;;;;;;;
2012;157;0,01625938;3,059171598;0;10394;0,711371945;0,628;5244,02;1912;2678;0;1;0;0;0,7114
2013;157;0,005863738;3,349206349;0;10744;0,999627699;0,628;5973,46;2205;1654;0;1;0;0;0,9996
2014;157;0,015853885;3,245614035;0;10786;0,99666234;0,628;6557,44;2426;1819,4;0;1;0;0;0,9967
2008;158;0,00061274;5,993730408;0,012539185;520612;0,972132798;0,703;13715,11;108851;23470,12;239,55;0,85;0,0102;0,0087;0,9721
2009;158;0,000387313;5,475490196;0,029411765;526706;0,972236884;0,703;14093,51;107353;22699;1309;0,8;0,0577;0,0461;0,9722
2010;158;0,000492013;4,838582677;0,003937008;516247;0,969710236;0,778;19140,86;111707;22924,27;2149,1;0,8;0,0937;0,075;0,9697
2011;158;0,000412818;5,469767442;0,009302326;520811;0,970088957;0,778;20142,36;114904;23416,55;2297,46;0,8;0,0981;0,0785;0,9701
2012;158;0,000706364;5,013477089;0,018867925;525225;0,97062973;0,778;22687,73;120058;23660,45;2124,36;0,8;0,0898;0,0718;0,9706
2013;158;0,000492726;5,977695167;0,003717472;545942;0,971339446;0,778;24172,71;123808;23802,32;2156,81;0,8;0,0906;0,0725;0,9713
2014;158;0,000570173;5,378980892;0,015923567;550710;0,947968985;0,778;24913,8;127313;23585,49;1933,38;0,8;0,082;0,0656;0,948
2008;159;0,000814238;2,142857143;0;8597;0;0,576;11060,1;;;;;;;
2009;159;0,00080608;2,571428571;0;8684;0,534315983;0,576;8366,97;;;0;;;;
2010;159;0,00075774;3,142857143;0;9238;0,558995454;0,723;9211,54;1596;118;0;0,495;0;0;0,559
2011;159;0,000213721;3;0;9358;0,551827314;0,723;12520,25;1596;119;0;0,4806;0;0;0,5518
2012;159;0,000738864;2,428571429;0;9474;0,580430652;0,723;12764,53;1715;120;0;0,4688;0;0;0,5804
2013;159;0,000606857;3,166666667;0;9887;0;0,723;11511,02;;;;;;;
2014;159;0,00029976;3,333333333;0;10008;0,549460432;0,723;14809,6;2100;210;0;0,7736;0;0;0,5495
2008;160;0,002575811;2,704545455;0,022727273;17082;0;0,395;3149,87;;;;;;;
2009;160;0,000930503;3,1875;0,125;17195;0;0,395;3466,75;;;;;;;
2010;160;0,00082382;3,857142857;0;16994;0;0,541;4195,22;;;;;;;
2011;160;0,000760946;3,307692308;0;17084;0;0,541;4162,63;;;;;;;
2012;160;0,000757135;5;0,076923077;17170;0,058474083;0,541;5607,19;279;39,99;0;0,1618;0;0;0,0585
2013;160;0,00016871;5,333333333;0;17782;0,34399955;0,541;4817,69;1748;195,61;17,9;0,7666;0,0915;0,0702;0,344
2014;160;0,000503328;3,666666667;0;17881;0,299312119;0,541;5176,22;1667;203,99;203,99;0,8201;1;0,8201;0,2993
2008;161;0,000381485;4,666666667;0;7864;0;0,61;10380,03;;;;;;;
2009;161;0,00139718;2,727272727;0;7873;0,976501969;0,61;10387,25;2350;334;0;1;0;0;0,9765
2010;161;0,000394737;1,333333333;0;7600;0,955789474;0,718;10542,9;3058;400;0;1;0;0;0,9558
2011;161;0,000131718;4;0;7592;1;0,718;12003,52;3058;450;0;1;0;0;1
2012;161;0,000131857;3;0;7584;0;0,718;14401,62;;;;;;;
2013;161;0,000128172;4;0;7802;0,999743655;0,718;16734,7;2107;614,95;0;1;0;0;0,9997
2014;161;0,00025641;2;0;7800;1;0,718;17269,33;2107;614,95;0;1;0;0;1
2008;162;0,001318178;3,37704918;0,016393443;46276;0,949541879;0,623;12661,37;13458;2345,49;0;0,95;0;0;0,9495
2009;162;0,000999851;3,319148936;0;47007;0,966749633;0,623;13998,84;14207;2364;0;0,9502;0;0;0,9667
2010;162;0,001696242;2,948717949;0;45984;0,977252958;0,732;17101,65;14616;2496;;0,9498;;;0,9773
2011;162;0,000580159;2,703703704;0;46539;0,967468145;0,732;18349,37;15292;2558;0;0,9499;0;0;0,9675
2012;162;0,000488572;2,695652174;0;47076;0,96747812;0,732;19530,59;15800;2632;0;0,9502;0;0;0,9675
2013;162;0,000203712;6,5;0,1;49089;0,973578602;0,732;22640,01;16346;2755;0;0,95;0;0;0,9736
2014;162;0,000463205;4,52173913;0,043478261;49654;0,973516736;0,732;25468,87;16922;2841;0;0,9502;0;0;0,9735
2008;163;0,001816158;2,580645161;0;17069;0;0,59;9134,39;;;;;;;
2009;163;0,001050543;2,722222222;0;17134;0;0,59;8961,3;;;;;;;
2010;163;0,001223705;3;0;17161;0,780024474;0,703;8603,56;4271;1015,61;0;1;0;0;0,78
2011;163;0,000406315;3;0;17228;0,821627583;0,703;10305,95;4529;1046,53;0;1;0;0;0,8216
2012;163;0,000751749;3,076923077;0;17293;0,823281096;0,703;12385,59;4695;637,54;0;0,9;0;0;0,8233
2013;163;0,000559128;2,7;0;17885;0,819457646;0,703;12779,37;4932;867,41;0;1;0;0;0,8195
2014;163;0,000167019;3;0;17962;0,84979401;0,703;14382,64;5161;663,14;0;0,8;0;0;0,8498
2008;164;0,000148032;4,714285714;0;47287;0,35493899;0,656;13268,15;5238;731,56;731,56;0,2294;1;0,2294;0,3549
2009;164;0,000186672;7,222222222;0;48213;0,450666833;0,656;13949,15;6878;906,02;906,02;0,2811;1;0,2811;0,4507
2010;164;0,000133283;2,857142857;0;52520;0,438404417;0,777;18710,24;7370;1041,81;816,56;0,3003;0,7838;0,2353;0,4384
2011;164;0,000111846;4,166666667;0,166666667;53645;0,46503868;0,777;20448,34;8041;1157,41;1157,41;0,3078;1;0,3078;0,465
2012;164;7,31E-05;3;0,25;54732;0,448841628;0,777;22356,07;7899;1126,66;1126,66;0,2935;1;0,2935;0,4488
2013;164;0,000208373;5;0;57589;0,464203233;0,777;24627,94;8517;1219,04;1219,04;0,3048;1;0,3048;0,4642
2014;164;8,52E-05;6,6;0;58702;0,565943239;0,777;28404,59;9715;1372,02;1372,02;0,3384;1;0,3384;0,5659
2008;165;0,001511335;3,111111111;0;17865;0,373747551;0,525;8013,26;1350;272;0;0,7556;0;0;0,3737
2009;165;0,00181016;3,09375;0;17678;0,384658898;0,525;9013,87;1552;;0;;;0;0,3847
2010;165;0,000305982;3,833333333;0;19609;0,393696772;0,661;8569,13;1631;;0;;;0;0,3937
2011;165;0,000101958;5;0,5;19616;0,393556281;0,661;11220,06;1675;390;0;0,7911;0;0;0,3936
2012;165;5,10E-05;3;0;19622;0,403424727;0,661;10779,1;1731;390;0;0,7992;0;0;0,4034
2013;165;0,000593501;4,416666667;0;20219;0,398733864;0,661;12023,27;1751;404;0;0,7984;0;0;0,3987
2014;165;0,001432736;3,75862069;0,034482759;20241;0,422953411;0,661;11983,21;1880;417,33;0;0,8;0;0;0,423
2008;166;0,000417384;3,5;0;19167;0,586372411;0,627;7468,64;4562;681,4;0;0,85;0;0;0,5864
2009;166;0,000155893;4,666666667;0;19244;0,58402619;0,627;8020,59;4768;697;0;0,7902;0;0;0,584
2010;166;0,000460264;7;0;19554;0,600797791;0,711;9185,63;4977;810,08;0;0,8695;0;0;0,6008
2011;166;0,000203511;1,75;0,25;19655;0,597710506;0,711;12680,91;5122;810,08;0;0,8814;0;0;0,5977
2012;166;0,000658161;2,846153846;0;19752;0,61791211;0,711;11364,29;5252;816,13;0;0,8569;0;0;0,6179
2013;166;0,000782281;2,1875;0;20453;0,626509558;0,711;11546,51;5557;1109,76;0;0,7;0;0;0,6265
2014;166;0,000486287;2,7;0;20564;0,673069442;0,711;13533,77;5803;1297,93;0;0,8161;0;0;0,6731
2008;167;0,000821693;5;0;3651;0;0,496;4350,84;;;;;;;
2009;167;0,001368363;3,6;0,2;3654;0;0,496;4586,52;;;;;;;
2010;167;0,000579374;3,5;0;3452;0,437717265;0,655;5369,18;377;;;;;;0,4377
2011;167;0;0;0;3442;0;0,655;6109,23;;;;;;;
2012;167;0;0;0;3432;0,422494172;0,655;6758,43;671;48;0;0,5581;0;0;0,4225
2013;167;0;0;0;3524;0;0,655;7842,26;;;;;;;
2014;167;0;0;0;3517;0,412283196;0,655;8667,2;950;95;0;0,8962;0,1481;0,0943;0,4123
2008;168;0,001193435;3,80733945;0;91333;0,972583842;0,678;12115,89;25547;3311,48;0;0,7243;0;0;0,9726
2009;168;0,001123814;3,615384615;0,019230769;92542;0,995634415;0,678;13094,19;26848;3410;1,11;0,7326;0,0003;0,0002;0,9956
2010;168;0,001052061;3,350515464;0,010309278;92200;0,952885033;0,782;16209,02;28237;3589,45;1274,12;0,7332;0,355;0,2603;0,9529
2011;168;0,000600659;3,982142857;0;93231;0,95288048;0,782;17631,3;29799;3708,22;3314,99;0,7448;0,894;0,6658;0,9529
2012;168;0,000647366;3,557377049;0,016393443;94228;0,952880248;0,782;19376,62;30664;3743,65;3026,52;0,7473;0,8084;0,6041;0,9529
2013;168;0,000448193;3,681818182;0;98172;0,952888807;0,782;20975,39;31894;3820,53;3820,53;0,7487;1;0,7487;0,9529
2014;168;0,000493807;5,836734694;0;99229;0,952886757;0,782;21271,22;33046;3774,47;3774,47;0,7475;1;0,7475;0,9529
2008;169;0,002799075;4,043478261;0,02173913;16434;0,548375319;0,584;6912,63;3328;;0;;;;0,5484
2009;169;0,001151934;4,368421053;0,105263158;16494;0,709348854;0,584;7150,62;3900;;0;;;0;0,7093
2010;169;0,000805003;4,769230769;0,076923077;16149;0,724503065;0,71;7482,08;4352;444;0;0,7495;0;0;0,7245
2011;169;0,000803312;5,230769231;0,076923077;16183;0,727244639;0,71;8858,03;4694;501;0;1;0;0;0,7272
2012;169;0,001110015;3,888888889;0,111111111;16216;0,725764677;0,71;9328,79;4710;573;0;0,9347;0;0;0,7258
2013;169;0,001075269;4,666666667;0;16740;0,738530466;0,71;12301,34;4985;716;0;1;0;0;0,7385
2014;169;0,002561659;3,209302326;0;16786;0,765578458;0,71;13232,6;5527;892,17;0;0,8537;0;0;0,7656
2008;170;0,003717053;3,121212121;0;17756;0;0,662;12570,88;;;;;;;
2009;170;0,002859546;3,392156863;0;17835;0;0,662;13791,52;;;;;;;
2010;170;0,003602882;3,301587302;0,015873016;17486;0,898375844;0,724;13895,2;6100;635,85;0;0,7345;0;0;0,8984
2011;170;0,003535382;3,064516129;0,016129032;17537;0,898386269;0,724;16000,67;6229;635,85;300;0,7256;0,4718;0,3424;0,8984
2012;170;0,004435599;2,743589744;0,025641026;17585;0,898379301;0,724;17785,25;6365;650;650;0,7308;1;0,7308;0,8984
2013;170;0,00209159;3,078947368;0,052631579;18168;0,898392779;0,724;20888,93;6650;750;750;0,8274;1;0,8274;0,8984
2014;170;0,003126714;3,122807018;0,01754386;18230;0,906198574;0,724;23381,09;7056;900;900;1;1;1;0,9062
2008;171;0,001943287;2,671052632;0;39109;0,918995628;0,63;15861,07;8557;1356,58;0;0,8;0;0;0,919
2009;171;0,001341467;2,905660377;0,018867925;39509;0,918980485;0,63;15797,31;8851;1316;;0,7778;;;0,919
2010;171;0,001602564;2,709677419;0,032258065;38688;0,958591811;0,715;15428,07;9347;1350,74;;0,7553;;;0,9586
2011;171;0,001051794;2,56097561;0,024390244;38981;0,959980503;0,715;19092,86;9477;2218,46;0;1;0;0;0,96
2012;171;0,0012989;2,823529412;0;39264;0,953061328;0,715;18450,51;9652;2333,69;0;1;0;0;0,9531
2013;171;0,001104024;2,555555556;0,066666667;40760;1;0,715;18726,37;9926;2528,55;0;0,8351;0;0;1
2014;171;0,000998296;2,87804878;0;41070;1;0,715;18630,06;9979;2518,96;0;1;0;0;1
2008;172;0,00420857;3,74025974;0;18296;0,502787495;0,482;4378,54;2742;209,36;209,36;0,645;1;0,645;0,5028
2009;172;0,003795171;4,014492754;0;18181;0,533193994;0,482;4841,9;2887;209,99;119,31;0,6512;0,5682;0,37;0,5332
2010;172;0,003887942;3,684931507;0,02739726;18776;0,565402642;0,618;4994,37;3144;233,9;187,43;0,6821;0,8013;0,5466;0,5654
2011;172;0,002561366;3,979166667;0,020833333;18740;0,568783351;0,618;5777,51;3169;243,1;187,63;0,6864;0,7718;0,5298;0,5688
2012;172;0,001176156;4,045454545;0,090909091;18705;0,583747661;0,618;6614,14;3264;248,81;174,34;0,477;0,7007;0,3343;0,5837
2013;172;0,000936135;4,5;0;19228;0,587840649;0,618;7449,6;3380;261,22;173,43;0,587;0,6639;0,3897;0,5878
2014;172;0,003175595;4,704918033;0;19209;0,608256546;0,618;8611,26;3503;275,06;185,48;0,5941;0,6743;0,4006;0,6083
2008;173;0,002396969;3,811827957;0;77598;0,764310936;0,61;14423,46;14777;3175;31;0,9769;0,0098;0,0095;0,7643
2009;173;0,001641117;4,317829457;0,007751938;78605;0,777329686;0,61;14101,64;12804;3175;31;0,9478;0,0098;0,0093;0,7773
2010;173;0,002199211;4,662857143;0,017142857;79574;0,778746827;0,689;13931,78;13213;3225;31;0,8235;0,0096;0,0079;0,7787
2011;173;0,001465292;5,211864407;0,008474576;80530;0,953681858;0,689;17936,36;14024;3456;33;0,8;0,0095;0,0076;0,9537
2012;173;0,001485483;3,826446281;0,016528926;81455;0,942851881;0,689;18741,32;15250;3620;33;0,7974;0,0091;0,0073;0,9429
2013;173;0,001000777;4,317647059;0,023529412;84934;0,904231521;0,689;19292,66;14503;4048,38;18;0,9553;0,0044;0,0042;0,9042
2014;173;0,001792594;3,461038961;0,006493506;85909;1;0,689;21266,39;14908;5176;10;1;0,0019;0,002;1
2008;174;0,005511358;4,252173913;0,034782609;20866;0,82296559;0,571;14462,98;5632;;0;;;;0,823
2009;174;0,002961689;3,758064516;0,064516129;20934;0,824018343;0,571;10107,36;5632;;0;;;0;0,824
2010;174;0,002712562;3,706896552;0,034482759;21382;0,797072304;0,697;10551,82;5111;;0;;;0;0,7971
2011;174;0,000884256;5,789473684;0,052631579;21487;0,797086611;0,697;13498,67;5323;1126;0;0,8072;0;0;0,7971
2012;174;0,00055589;3,333333333;0;21587;0,793533145;0,697;13738,88;5375;1130;0;0,8014;0;0;0,7935
2013;174;0,000178987;5;0;22348;0,766511545;0,697;13661,38;5538;1382;0;0,9801;0;0;0,7665
2014;174;8,90E-05;10,5;0;22465;0,762519475;0,697;16427,09;5538;947,52;0;0,672;0;0;0,7625
2008;175;0,004285299;3,161016949;0;27536;0,771680709;0,57;7098,2;6421;933,31;0;0,6488;0;0;0,7717
2009;175;0,004097172;3,088495575;0;27580;0;0,57;6953,6;;;;;;;
2010;175;0,004979529;2,896296296;0;27111;0,576149902;0,675;7614,28;6690;883,76;0;0,7;0;0;0,5761
2011;175;0,00504976;2,948905109;0,02189781;27130;0,780869886;0,675;8754,01;7224;1016,32;0;0,6858;0;0;0,7809
2012;175;0,007845882;2,723004695;0,018779343;27148;0,783446294;0,675;10282,21;7705;1298,25;1038,6;0,8581;0,8;0,6865;0,7834
2013;175;0,006789837;2,594736842;0,005263158;27983;0,773076511;0,675;10525,17;7901;1476;1254,6;0,9741;0,85;0,828;0,7731
2014;175;0,007672269;2,944186047;0,004651163;28023;0,777539878;0,675;11553,11;8277;1495;1270,7;0,8495;0,85;0,7221;0,7775
2008;176;0,001037248;3,910714286;0,017857143;53989;0,649706422;0,62;41160,18;8397;2463,44;0;0,6;0;0;0,6497
2009;176;0,000731409;3,75;0;54689;0,522518239;0,62;26419,21;8547;;0;;;0;0,5225
2010;176;0,001125067;3,639344262;0,032786885;54219;0,580460724;0,742;68110,53;8670;;0;;;0;0,5805
2011;176;0,000656982;3,388888889;0;54796;0;0,742;104415,23;;;;;;;
2012;176;0,000776832;4,511627907;0,023255814;55353;0,67526602;0,742;97386,27;9118;1626,34;0;0,3808;0;0;0,6753
2013;176;0,000693975;4,025;0,05;57639;0,649993928;0,742;114734,39;11221;1648,85;0;0,2427;0;0;0,65
2014;176;0,00200917;3,581196581;0;58233;0,698916422;0,742;86042,63;12097;4756;0;0,7423;0;0;0,6989
2008;177;0,001747002;2,681818182;0;12593;0,078853331;0,585;13543,37;355;25;0;0,0573;0;0;0,0789
2009;177;0,001105671;2,928571429;0;12662;0,35389354;0,585;11261;1365;77,38;0;0,1792;0;0;0,3539
2010;177;0,0019031;2,541666667;0;12611;0,65315994;0,669;12395,29;2476;207,07;0;0,4388;0;0;0,6532
2011;177;0,002840909;2,777777778;0,027777778;12672;0,871843434;0,669;13798,32;3334;318,06;258,55;0,6124;0,8129;0,4979;0,8718
2012;177;0,003063389;3,128205128;0,076923077;12731;0,428481659;0,669;16883,5;1728;190,36;37,38;0,3032;0,1964;0,0595;0,4285
2013;177;0,001441578;2,842105263;0;13180;0,455007587;0,669;15540,61;1894;195,1;0;0,303;0;0;0,455
2014;177;0,00098128;2,461538462;0,076923077;13248;0,556461353;0,669;18164,23;2323;214,41;0;0,3345;0;0;0,5565
2008;178;0,00161466;3,441860465;0;26631;0;0,605;12106,66;;;;;;;
2009;178;0,001154047;3,258064516;0;26862;0;0,605;12573,62;;;;;;;
2010;178;0,001184664;3,636363636;0;27856;0,660252728;0,704;14501,99;5197;223,25;0;0,1829;0;0;0,6603
2011;178;0,00053303;4,933333333;0;28141;0,686471696;0,704;15736,96;5481;624,31;0,26;0,4908;0,0004;0,0002;0,6865
2012;178;0;0;0;28417;0,709364113;0,704;15296,55;5743;645,41;0,08;0,4858;0,0001;0,0001;0,7094
2013;178;0,000169045;2,4;0;29578;0,699371154;0,704;19031,37;5912;663,79;0;0,4755;0;0;0,6994
2014;178;0,0001339;4;0;29873;0,706156061;0,704;18528,54;6051;648,67;0;0,4639;0;0;0,7062
2008;179;0,001810917;3,063492063;0,015873016;34789;0,581304435;0,647;16327,35;5852;674,04;397,09;0,4162;0,5891;0,2452;0,5813
2009;179;0,000908239;3,5;0;35233;0,722107115;0,647;14729,36;7409;800,89;426,9;0,5026;0,533;0,2679;0,7221
2010;179;0,001943749;3,227272727;0;33955;0,794021499;0,731;20436,98;7913;922,68;630,87;0,5555;0,6837;0,3798;0,794
2011;179;0,000174953;3;0;34295;0,812975652;0,731;21663,88;8179;979,62;768,92;0,5628;0,7849;0,4417;0,813
2012;179;0,000779806;2,481481481;0,037037037;34624;0,760079713;0,731;25067,34;7792;937,22;535,74;0,5134;0,5716;0,2935;0,7601
2013;179;0,000249785;3,333333333;0;36031;0,755266298;0,731;24701,16;8084;945,48;570,5;0,5127;0,6034;0,3094;0,7553
2014;179;0,000797097;3;0;36382;0,789153977;0,731;27051,92;8575;945,9;610,29;0,5212;0,6452;0,3363;0,7892
2008;180;0,001053463;2,5;0;3797;0;0,585;9512,2;;;;;;;
2009;180;0;0;0;3789;0;0,585;10220,64;;;;;;;
2010;180;0,00079766;3,333333333;0;3761;0;0,707;10086,16;;;;;;;
2011;180;0,000532481;3;0;3756;0;0,707;11708,75;;;;;;;
2012;180;0;0;0;3750;0,716;0,707;12741,14;645;900;0;1;0;0;0,716
2013;180;0;0;0;3856;0,716026971;0,707;16325,2;645;123;0;0,6373;0;0;0,716
2014;180;0;0;0;3853;0,716065404;0,707;14698,17;645;123;0;0,6594;0;0;0,7161
2008;181;0,008498182;3,072222222;0,011111111;21181;0,704168831;0,477;4534,85;4151;398,18;0;0,7167;0;0;0,7042
2009;181;0,007151314;3,635761589;0,013245033;21115;0,723087852;0,477;4851,74;4263;389,59;0;0,7198;0;0;0,7231
2010;181;0,006515742;3,620437956;0,02919708;21026;0,717777989;0,624;5658,52;4391;404,68;0;0,7187;0;0;0,7178
2011;181;0,004147004;3,126436782;0;20979;0,717765384;0,624;7018,39;4468;381,88;0,91;0,7066;0,0024;0,0017;0,7178
2012;181;0,004251457;2,820224719;0,02247191;20934;0,717779689;0,624;7309,58;4562;397,95;0,1;0,6781;0,0003;0,0002;0,7178
2013;181;0,003207363;2,594202899;0;21513;0,71779854;0,624;8654,57;4736;411,58;0;0,6777;0;0;0,7178
2014;181;0,001675588;3,027777778;0;21485;0,717756574;0,624;8835,77;4883;400,02;0;0,6833;0;0;0,7178
2008;182;0,011407929;3,908333333;0,005555556;31557;0;0,421;3814,4;;;;;;;
2009;182;0,006477707;4,07804878;0,009756098;31647;0;0,421;3805,33;;;;;;;
2010;182;0,006234981;3,770833333;0,015625;30794;0;0,633;4469,37;0;0;0;;;;
2011;182;0,002627822;4,074074074;0,024691358;30824;0,135641059;0,633;5189,97;1212;38,49;0;0,075;0;0;0,1356
2012;182;0,000745495;3,260869565;0;30852;0,267146376;0,633;5829,03;2803;233,06;72;0,4166;0,3089;0,1287;0,2671
2013;182;0,001037377;3,606060606;0;31811;0,263902424;0,633;6427,91;2505;225,69;45,91;0,4029;0,2034;0,0819;0,2639
2014;182;0,001255335;4,2;0,025;31864;0,279782827;0,633;8078,92;2528;205,72;34,75;0,3767;0,1689;0,0636;0,2798
2008;183;0,001085776;4;0;3684;0;0,589;7160,4;;;;;;;
2009;183;0;0;0;3665;0,871214188;0,589;8517,95;1650;178;71;1;0,3989;0,4838;0,8712
2010;183;0,000260417;2;0;3840;0,884375;0,658;9291,13;1655;180;72;1;0,4;0,4649;0,8844
2011;183;0,000260349;2;0;3841;0;0,658;9553,72;;;;;;;
2012;183;0,001041395;3,5;0;3841;0,884405103;0,658;10225,64;1100;120;30;0,7642;0,25;0,1911;0,8844
2013;183;0;0;0;3957;0,858478645;0,658;12815,02;1100;120;30;0,7495;0,25;0,1874;0,8585
2014;183;0,000252525;1;0;3960;0,857828283;0,658;14328,76;1120;125;0;0,7454;0;0;0,8578
2008;184;0,002553191;3,259259259;0;10575;0;0,525;8293,56;;;;;;;
2009;184;0,003944403;2,69047619;0;10648;0;0,525;13979,54;;;;;;;
2010;184;0,005462882;3,696428571;0;10251;0;0,663;8836,81;;;;;;;
2011;184;0,003985226;3,170731707;0,024390244;10288;0;0,663;10284,15;;;;;;;
2012;184;0,005230531;4,962962963;0;10324;0,553177063;0,663;9615,39;2000;250;0;0,9591;0;0;0,5532
2013;184;0;0;0;10674;0,535038411;0,663;9160,79;2000;250;0;0,9871;0;0;0,535
2014;184;0;0;0;10718;0,532841948;0,663;10258,71;2100;300;0;1;0;0;0,5328
2008;185;0,001833301;3,892857143;0,023809524;45819;0,854274428;0,603;14794,5;11774;1785;0;0,8001;0;0;0,8543
2009;185;0,002479608;6,131578947;0;45975;0,854246873;0,603;12898,68;12137;1730;0;0,8002;0;0;0,8542
2010;185;0,003124181;3,265734266;0,013986014;45772;0,866621515;0,728;16232,67;12929;1794;0;0,7998;0;0;0,8666
2011;185;0,001960101;3,277777778;0,011111111;45916;0,867322938;0,728;19761,56;13400;1891;1324;0,7999;0,7002;0,5601;0,8673
2012;185;0,004125502;3,621052632;0;46055;0,864857236;0,728;18431,64;13892;1977;1330;0,8402;0,6727;0,5652;0,8649
2013;185;0,005105578;3,242798354;0;47595;0,836894632;0,728;23170,13;14352;2078;1455;0,7657;0,7002;0,5361;0,8369
2014;185;0,004584467;3,223744292;0;47770;0,83749215;0,728;26785,66;15371;2785;2200;1;0,7899;0,9354;0,8375
2008;186;0,00523865;3,083333333;0,018518519;20616;0;0,621;12005,41;;;;;;;
2009;186;0,003652123;3,346666667;0,013333333;20536;1;0,621;11170,87;7195;101;0;0,1111;0;0;1
2010;186;0,002731468;2,74137931;0,017241379;21234;0,773429406;0,71;10529,53;7269;105;0;0,1103;0;0;0,7734
2011;186;0,002213223;2,489361702;0,063829787;21236;0,773450744;0,71;13044,25;7411;586;0;0,6192;0;0;0,7735
2012;186;0,002636783;2,75;0,035714286;21238;0,773377908;0,71;16644,82;7659;605;0;0,6273;0;0;0,7734
2013;186;0,001188408;2,884615385;0;21878;0,750754182;0,71;14598,14;7783;700;0;0,7287;0;0;0,7508
2014;186;0,001644061;2,305555556;0;21897;0,750102754;0,71;16965,69;7938;728;0;0,7524;0;0;0,7501
2008;187;0,000524742;7,5;0,026595745;358271;0,993189513;0,661;9665,14;93463;9956,93;27,48;0,7691;0,0028;0,0021;0,9932
